accuracy	true_label	vote_label	correct_vote
0.8333333333333334	1	1	True
0.6888888888888889	1	1	True
0.5094339622641509	1	1	True
0.7045454545454546	1	1	True
0.6792452830188679	1	1	True
0.7555555555555555	1	1	True
0.803921568627451	1	1	True
0.37142857142857144	1	0	False
0.52	1	1	True
0.7659574468085106	1	1	True
0.8333333333333334	1	1	True
0.7906976744186046	1	1	True
0.9	1	1	True
0.6956521739130435	1	1	True
0.6	1	1	True
0.6764705882352942	1	1	True
0.7868852459016393	1	1	True
0.7777777777777778	1	1	True
0.6170212765957447	1	1	True
0.8775510204081632	0	0	True
0.7954545454545454	0	0	True
0.9016393442622951	0	0	True
0.6875	0	0	True
0.4406779661016949	0	0	True
0.5178571428571429	0	0	True
0.8867924528301887	0	0	True
0.8666666666666667	0	0	True
0.5333333333333333	0	0	True
0.7619047619047619	0	0	True
0.8717948717948718	0	0	True
0.8979591836734694	0	0	True
0.8888888888888888	0	0	True
0.9272727272727272	0	0	True
0.6222222222222222	0	0	True
0.2571428571428571	1	0	False
0.8392857142857143	0	0	True
0.5098039215686274	0	0	True
0.88	0	0	True
0.9622641509433962	0	0	True
0.673469387755102	2	2	True
0.6323529411764706	2	2	True
0.803030303030303	2	2	True
0.7291666666666666	1	1	True
0.82	2	2	True
0.7466666666666667	2	2	True
0.7363636363636363	2	2	True
0.8823529411764706	2	2	True
0.7604166666666666	2	2	True
0.78	1	1	True
0.9054054054054054	2	2	True
0.6363636363636364	2	2	True
0.6901408450704225	2	2	True
0.6296296296296297	2	2	True
0.8529411764705882	2	2	True
0.425	2	0	False
0.6176470588235294	1	1	True
