#, train_loss, test_loss, test_acc_all, test_acc_C, test_acc_A, test_acc_F, train_acc_C, train_acc_A, train_acc_F
1, 0.05054187, 0.06998432, 0.96428571, 0.66666667, 1.00000000, 0.71428571, 0.20000000, 0.94736842, 0.95652174, 1.00000000
2, 0.04462594, 0.06022547, 0.98214286, 0.61111111, 0.83333333, 0.71428571, 0.20000000, 0.94736842, 1.00000000, 1.00000000
3, 0.04124290, 0.05831242, 0.96428571, 0.72222222, 0.83333333, 0.71428571, 0.40000000, 0.89473684, 1.00000000, 1.00000000
4, 0.03816670, 0.05107893, 0.96428571, 0.66666667, 0.83333333, 0.71428571, 0.40000000, 0.89473684, 1.00000000, 1.00000000
5, 0.03555312, 0.05365841, 0.96428571, 0.66666667, 0.83333333, 0.71428571, 0.40000000, 0.89473684, 1.00000000, 1.00000000
6, 0.03628170, 0.05397031, 1.00000000, 0.66666667, 0.83333333, 0.71428571, 0.40000000, 1.00000000, 1.00000000, 1.00000000
7, 0.03901556, 0.05019165, 0.96428571, 0.72222222, 0.83333333, 0.71428571, 0.40000000, 0.89473684, 1.00000000, 1.00000000
8, 0.03543384, 0.05489348, 0.96428571, 0.72222222, 0.83333333, 0.71428571, 0.60000000, 0.89473684, 1.00000000, 1.00000000
9, 0.03555889, 0.04922263, 0.96428571, 0.66666667, 0.83333333, 0.71428571, 0.40000000, 0.89473684, 1.00000000, 1.00000000
10, 0.03407533, 0.05311955, 0.98214286, 0.72222222, 1.00000000, 0.71428571, 0.40000000, 0.94736842, 1.00000000, 1.00000000
11, 0.03468145, 0.04366121, 0.98214286, 0.61111111, 0.83333333, 0.71428571, 0.20000000, 0.94736842, 1.00000000, 1.00000000
12, 0.03429501, 0.05814431, 0.98214286, 0.61111111, 0.83333333, 0.71428571, 0.20000000, 0.94736842, 1.00000000, 1.00000000
13, 0.03521252, 0.04666165, 0.98214286, 0.66666667, 1.00000000, 0.71428571, 0.20000000, 0.94736842, 1.00000000, 1.00000000
14, 0.03281292, 0.04601891, 0.96428571, 0.66666667, 1.00000000, 0.71428571, 0.20000000, 0.89473684, 1.00000000, 1.00000000
15, 0.03250654, 0.05257305, 0.98214286, 0.66666667, 1.00000000, 0.71428571, 0.20000000, 0.94736842, 1.00000000, 1.00000000
16, 0.03307762, 0.05092382, 0.98214286, 0.72222222, 1.00000000, 0.71428571, 0.20000000, 0.94736842, 1.00000000, 1.00000000
17, 0.03092353, 0.04840278, 0.96428571, 0.66666667, 1.00000000, 0.71428571, 0.20000000, 0.89473684, 1.00000000, 1.00000000
18, 0.03266021, 0.04414896, 0.98214286, 0.61111111, 0.83333333, 0.71428571, 0.20000000, 0.94736842, 1.00000000, 1.00000000
19, 0.02989873, 0.04500042, 0.98214286, 0.61111111, 0.83333333, 0.71428571, 0.20000000, 0.94736842, 1.00000000, 1.00000000
20, 0.02907229, 0.04939945, 0.98214286, 0.66666667, 0.83333333, 0.85714286, 0.20000000, 0.94736842, 1.00000000, 1.00000000
21, 0.03069444, 0.04453589, 0.96428571, 0.66666667, 0.83333333, 0.85714286, 0.20000000, 0.89473684, 1.00000000, 1.00000000
22, 0.02978797, 0.04708115, 0.96428571, 0.77777778, 1.00000000, 0.85714286, 0.20000000, 0.89473684, 1.00000000, 1.00000000
23, 0.03070769, 0.04648135, 0.98214286, 0.66666667, 0.83333333, 0.85714286, 0.20000000, 0.94736842, 1.00000000, 1.00000000
24, 0.03052139, 0.04947686, 0.96428571, 0.66666667, 0.83333333, 0.85714286, 0.20000000, 0.89473684, 1.00000000, 1.00000000
25, 0.02882199, 0.03998128, 0.96428571, 0.61111111, 0.66666667, 0.85714286, 0.20000000, 0.89473684, 1.00000000, 1.00000000
26, 0.02915916, 0.04455620, 0.96428571, 0.61111111, 0.66666667, 0.85714286, 0.20000000, 0.89473684, 1.00000000, 1.00000000
27, 0.02880562, 0.04713818, 0.96428571, 0.61111111, 0.66666667, 0.85714286, 0.20000000, 0.89473684, 1.00000000, 1.00000000
28, 0.03015926, 0.04421456, 0.96428571, 0.66666667, 0.83333333, 0.85714286, 0.20000000, 0.89473684, 1.00000000, 1.00000000
29, 0.02827607, 0.04526676, 0.96428571, 0.77777778, 1.00000000, 0.85714286, 0.20000000, 0.89473684, 1.00000000, 1.00000000
30, 0.02760838, 0.04650634, 0.96428571, 0.66666667, 0.83333333, 0.85714286, 0.20000000, 0.89473684, 1.00000000, 1.00000000
31, 0.02731572, 0.05434423, 0.96428571, 0.55555556, 0.66666667, 0.71428571, 0.20000000, 0.89473684, 1.00000000, 1.00000000
32, 0.02815184, 0.04397346, 0.96428571, 0.66666667, 1.00000000, 0.71428571, 0.20000000, 0.89473684, 1.00000000, 1.00000000
33, 0.02746253, 0.04142965, 0.98214286, 0.61111111, 0.83333333, 0.71428571, 0.20000000, 0.94736842, 1.00000000, 1.00000000
34, 0.02777358, 0.04622452, 0.96428571, 0.61111111, 0.83333333, 0.71428571, 0.20000000, 0.89473684, 0.95652174, 1.00000000
35, 0.02841193, 0.04347718, 0.96428571, 0.61111111, 0.83333333, 0.71428571, 0.20000000, 0.89473684, 0.95652174, 1.00000000
36, 0.02955191, 0.04958789, 0.96428571, 0.61111111, 0.83333333, 0.71428571, 0.20000000, 0.89473684, 1.00000000, 1.00000000
37, 0.03031224, 0.04710456, 1.00000000, 0.66666667, 0.83333333, 0.71428571, 0.40000000, 1.00000000, 1.00000000, 1.00000000
38, 0.02912741, 0.04703338, 0.98214286, 0.66666667, 0.83333333, 0.71428571, 0.40000000, 0.94736842, 0.95652174, 1.00000000
39, 0.02898136, 0.04514253, 0.96428571, 0.66666667, 0.83333333, 0.71428571, 0.20000000, 0.94736842, 0.95652174, 1.00000000
40, 0.02861385, 0.05238746, 0.94642857, 0.61111111, 0.83333333, 0.71428571, 0.20000000, 0.89473684, 0.95652174, 1.00000000
41, 0.02801711, 0.04758527, 0.96428571, 0.72222222, 1.00000000, 0.71428571, 0.40000000, 0.94736842, 0.95652174, 1.00000000
42, 0.02683189, 0.04749385, 0.98214286, 0.66666667, 0.83333333, 0.71428571, 0.40000000, 1.00000000, 0.95652174, 1.00000000
43, 0.02545811, 0.05077347, 0.98214286, 0.55555556, 0.66666667, 0.71428571, 0.20000000, 0.94736842, 0.95652174, 1.00000000
44, 0.02668556, 0.04408458, 0.94642857, 0.55555556, 0.66666667, 0.71428571, 0.20000000, 0.89473684, 0.95652174, 1.00000000
45, 0.02624920, 0.04404588, 0.96428571, 0.61111111, 0.83333333, 0.71428571, 0.20000000, 0.94736842, 0.95652174, 1.00000000
46, 0.02490654, 0.04002500, 0.94642857, 0.50000000, 0.50000000, 0.71428571, 0.20000000, 0.89473684, 0.95652174, 1.00000000
47, 0.02612301, 0.04520275, 0.96428571, 0.55555556, 0.66666667, 0.71428571, 0.20000000, 0.94736842, 0.95652174, 1.00000000
48, 0.02625120, 0.03900425, 0.96428571, 0.55555556, 0.66666667, 0.71428571, 0.20000000, 0.94736842, 0.95652174, 1.00000000
49, 0.02549924, 0.04328199, 0.96428571, 0.55555556, 0.66666667, 0.71428571, 0.20000000, 0.94736842, 0.95652174, 1.00000000
50, 0.02509642, 0.04455606, 0.94642857, 0.50000000, 0.50000000, 0.71428571, 0.20000000, 0.89473684, 0.95652174, 1.00000000
51, 0.02506464, 0.04635270, 0.98214286, 0.55555556, 0.66666667, 0.71428571, 0.20000000, 0.94736842, 0.95652174, 1.00000000
