#, train_loss, test_loss, test_acc_all, test_acc_C, test_acc_A, test_acc_F
317, 0.00472661, 0.00634352, 0.36749662, 0.48407643, 0.37695426, 0.24145918
318, 0.00497449, 0.00697940, 0.36961976, 0.48060220, 0.37232195, 0.25593515
319, 0.00476256, 0.00755460, 0.36363636, 0.47307470, 0.36363636, 0.25419803
320, 0.00485811, 0.00644269, 0.36595252, 0.47249566, 0.36942675, 0.25593515
321, 0.00486578, 0.00678960, 0.36209226, 0.46207296, 0.36421540, 0.25998842
322, 0.00477784, 0.00656157, 0.36653156, 0.46844239, 0.36768964, 0.26346265
323, 0.00498915, 0.00618096, 0.36286431, 0.46381008, 0.36074117, 0.26404169
324, 0.00467870, 0.00684468, 0.36788265, 0.47133758, 0.36942675, 0.26288361
325, 0.00477956, 0.00718421, 0.36653156, 0.48002316, 0.35784598, 0.26172554
326, 0.00488660, 0.00677906, 0.36267130, 0.47654893, 0.35089751, 0.26056746
327, 0.00470861, 0.00771083, 0.37772631, 0.47886508, 0.38274464, 0.27156920
328, 0.00562887, 0.00604332, 0.36807566, 0.48291836, 0.36479444, 0.25651419
329, 0.00480235, 0.00634894, 0.36826867, 0.48755067, 0.36653156, 0.25072380
330, 0.00459655, 0.00660397, 0.36711060, 0.47886508, 0.36537348, 0.25709323
331, 0.00451953, 0.00660874, 0.36286431, 0.47596989, 0.35495078, 0.25767226
332, 0.00453096, 0.00734564, 0.36846169, 0.47654893, 0.36711060, 0.26172554
333, 0.00465634, 0.00818418, 0.36788265, 0.46960046, 0.37348002, 0.26056746
334, 0.00466249, 0.00676624, 0.36016213, 0.46265200, 0.35842501, 0.25940938
335, 0.00472098, 0.00656224, 0.37174291, 0.47770701, 0.36132021, 0.27620151
336, 0.00469148, 0.00599014, 0.36672457, 0.47539085, 0.36305732, 0.26172554
337, 0.00447673, 0.00681799, 0.36653156, 0.47654893, 0.36074117, 0.26230457
338, 0.00467146, 0.00654487, 0.36460143, 0.47249566, 0.35610886, 0.26519977
339, 0.00457820, 0.00642292, 0.36653156, 0.47654893, 0.35842501, 0.26462073
340, 0.00467435, 0.00680625, 0.36189925, 0.46960046, 0.35784598, 0.25825130
341, 0.00473408, 0.00692740, 0.36132021, 0.47423277, 0.35379270, 0.25593515
342, 0.00456481, 0.00879366, 0.36286431, 0.47828605, 0.36363636, 0.24667053
343, 0.00518938, 0.00957915, 0.35881104, 0.48118124, 0.35205559, 0.24319629
344, 0.00486192, 0.00689180, 0.35456476, 0.46844239, 0.34973943, 0.24551245
345, 0.00469374, 0.00745098, 0.35147655, 0.45975680, 0.34684424, 0.24782860
346, 0.00483031, 0.00672379, 0.35610886, 0.47539085, 0.35610886, 0.23682687
347, 0.00476803, 0.00740917, 0.35475777, 0.46902142, 0.35147655, 0.24377533
348, 0.00460315, 0.00635821, 0.35282764, 0.46670527, 0.34626520, 0.24551245
349, 0.00486553, 0.00633724, 0.35475777, 0.46554719, 0.35495078, 0.24377533
350, 0.00466231, 0.00623623, 0.35359969, 0.46265200, 0.35495078, 0.24319629
351, 0.00468025, 0.00581275, 0.34935341, 0.47075854, 0.35147655, 0.22582513
352, 0.00477225, 0.00651320, 0.35437174, 0.47133758, 0.36016213, 0.23161552
353, 0.00470763, 0.00657762, 0.35630187, 0.47075854, 0.36016213, 0.23798494
354, 0.00443620, 0.00784182, 0.35359969, 0.46554719, 0.36305732, 0.23219456
355, 0.00443549, 0.00727089, 0.35958309, 0.47886508, 0.36305732, 0.23682687
356, 0.00463668, 0.00635792, 0.36170623, 0.47365373, 0.36595252, 0.24551245
357, 0.00460491, 0.00875075, 0.35996912, 0.47539085, 0.35668790, 0.24782860
358, 0.00465320, 0.00652968, 0.35803899, 0.45512449, 0.36247829, 0.25651419
359, 0.00447577, 0.00564512, 0.36267130, 0.46786335, 0.37116387, 0.24898668
360, 0.00452177, 0.00628316, 0.36267130, 0.47365373, 0.36537348, 0.24898668
361, 0.00448953, 0.00672162, 0.36093418, 0.46554719, 0.35958309, 0.25767226
362, 0.00456257, 0.00681293, 0.36189925, 0.45975680, 0.37116387, 0.25477707
363, 0.00461388, 0.00661167, 0.35803899, 0.45686161, 0.36189925, 0.25535611
364, 0.00453063, 0.00625932, 0.35707392, 0.46323104, 0.35552982, 0.25246091
365, 0.00460356, 0.00607546, 0.35591585, 0.46612623, 0.35552982, 0.24609149
366, 0.00443645, 0.00660232, 0.36132021, 0.47133758, 0.36247829, 0.25014476
367, 0.00455668, 0.00661473, 0.36247829, 0.47307470, 0.36826867, 0.24609149
368, 0.00437455, 0.00692753, 0.36132021, 0.47249566, 0.35900405, 0.25246091
369, 0.00451195, 0.00751980, 0.36826867, 0.47017950, 0.37405906, 0.26056746
370, 0.00462296, 0.00618359, 0.36460143, 0.46554719, 0.36942675, 0.25883034
371, 0.00451646, 0.00621721, 0.36402239, 0.46554719, 0.36421540, 0.26230457
372, 0.00449005, 0.00632608, 0.36537348, 0.46728431, 0.36421540, 0.26462073
373, 0.00462033, 0.00644130, 0.36749662, 0.47191662, 0.36363636, 0.26693688
374, 0.00468306, 0.00765158, 0.36074117, 0.45801969, 0.36363636, 0.26056746
375, 0.00495341, 0.00761529, 0.35765296, 0.45628257, 0.36074117, 0.25593515
376, 0.00464792, 0.00674618, 0.35668790, 0.46033584, 0.35784598, 0.25188188
377, 0.00462065, 0.00644607, 0.36035514, 0.45686161, 0.36653156, 0.25767226
378, 0.00451012, 0.00616184, 0.36479444, 0.46786335, 0.36653156, 0.25998842
379, 0.00468921, 0.00630600, 0.36363636, 0.46381008, 0.37869137, 0.24840764
380, 0.00445609, 0.00577669, 0.36344335, 0.46670527, 0.37232195, 0.25130284
381, 0.00444455, 0.00615804, 0.36846169, 0.47307470, 0.37348002, 0.25883034
382, 0.00450191, 0.00623835, 0.36344335, 0.46960046, 0.37695426, 0.24377533
383, 0.00450408, 0.00636983, 0.36904073, 0.47017950, 0.38042849, 0.25651419
384, 0.00437478, 0.00742391, 0.36035514, 0.46496815, 0.37116387, 0.24493341
385, 0.00462839, 0.00712164, 0.36170623, 0.46323104, 0.35958309, 0.26230457
386, 0.00452912, 0.00673955, 0.35456476, 0.45975680, 0.34742328, 0.25651419
387, 0.00473653, 0.00872438, 0.35109052, 0.45107122, 0.34337001, 0.25883034
388, 0.00488054, 0.00647494, 0.35417873, 0.46438911, 0.33873770, 0.25940938
389, 0.00485390, 0.00640422, 0.36054816, 0.46554719, 0.35958309, 0.25651419
390, 0.00480789, 0.00663525, 0.35881104, 0.45744065, 0.35610886, 0.26288361
391, 0.00465370, 0.00640682, 0.35939008, 0.45165026, 0.37116387, 0.25535611
392, 0.00470047, 0.00675276, 0.36749662, 0.46786335, 0.36537348, 0.26925304
393, 0.00456761, 0.00634911, 0.36305732, 0.46844239, 0.35031847, 0.27041112
394, 0.00442125, 0.00611149, 0.35765296, 0.45975680, 0.34221193, 0.27099016
395, 0.00469892, 0.00664274, 0.35996912, 0.46381008, 0.35552982, 0.26056746
396, 0.00442935, 0.00585138, 0.36112720, 0.46670527, 0.35842501, 0.25825130
397, 0.00468122, 0.00706345, 0.36035514, 0.46786335, 0.35379270, 0.25940938
398, 0.00455415, 0.00696285, 0.35958309, 0.46033584, 0.36247829, 0.25593515
399, 0.00457658, 0.00615605, 0.35765296, 0.46091488, 0.36247829, 0.24956572
400, 0.00446551, 0.00607109, 0.36016213, 0.46844239, 0.36247829, 0.24956572
401, 0.00440619, 0.00676227, 0.36479444, 0.46786335, 0.37695426, 0.24956572
402, 0.00449578, 0.00618445, 0.36093418, 0.46323104, 0.36595252, 0.25361899
403, 0.00446507, 0.00677381, 0.36189925, 0.46207296, 0.37463810, 0.24898668
404, 0.00448270, 0.00635955, 0.36363636, 0.47133758, 0.36826867, 0.25130284
405, 0.00430019, 0.00655904, 0.36421540, 0.47017950, 0.37174291, 0.25072380
406, 0.00427212, 0.00609506, 0.36518047, 0.46323104, 0.37174291, 0.26056746
407, 0.00456618, 0.00754888, 0.36575951, 0.46844239, 0.36421540, 0.26462073
408, 0.00482843, 0.00633802, 0.36093418, 0.46091488, 0.36016213, 0.26172554
409, 0.00450432, 0.00673675, 0.35803899, 0.46438911, 0.35031847, 0.25940938
410, 0.00457001, 0.00617946, 0.36382938, 0.47075854, 0.36074117, 0.25998842
411, 0.00460787, 0.00622736, 0.36132021, 0.47075854, 0.35379270, 0.25940938
412, 0.00499715, 0.00733805, 0.35244161, 0.45975680, 0.35031847, 0.24724957
413, 0.00512520, 0.00672228, 0.36286431, 0.45975680, 0.37058483, 0.25825130
414, 0.00468247, 0.00782423, 0.35939008, 0.45280834, 0.37116387, 0.25419803
415, 0.00466506, 0.00752479, 0.36093418, 0.45744065, 0.37058483, 0.25477707
416, 0.00453794, 0.00659507, 0.36363636, 0.46786335, 0.36653156, 0.25651419
417, 0.00459844, 0.00652153, 0.35765296, 0.45917776, 0.36074117, 0.25303995
418, 0.00470222, 0.00720224, 0.36440842, 0.46149392, 0.37695426, 0.25477707
419, 0.00487572, 0.00715732, 0.36054816, 0.46033584, 0.36711060, 0.25419803
420, 0.00465828, 0.00744475, 0.35823200, 0.45280834, 0.37348002, 0.24840764
421, 0.00452393, 0.00627839, 0.36672457, 0.46381008, 0.38216561, 0.25419803
422, 0.00445782, 0.00577933, 0.36344335, 0.45512449, 0.38737695, 0.24782860
423, 0.00462712, 0.00662787, 0.36035514, 0.45628257, 0.37984945, 0.24493341
424, 0.00466992, 0.00606777, 0.35668790, 0.45049218, 0.37927041, 0.24030110
425, 0.00436027, 0.00657968, 0.36112720, 0.46149392, 0.38042849, 0.24145918
426, 0.00438786, 0.00600180, 0.36209226, 0.46323104, 0.38100753, 0.24203822
427, 0.00444966, 0.00671508, 0.35823200, 0.45454545, 0.37753329, 0.24261726
428, 0.00459301, 0.00697124, 0.36479444, 0.46438911, 0.38158657, 0.24840764
429, 0.00449491, 0.00683552, 0.36286431, 0.45975680, 0.38448176, 0.24435437
430, 0.00447092, 0.00684236, 0.36132021, 0.45744065, 0.38679792, 0.23972206
431, 0.00457103, 0.00732653, 0.35803899, 0.45512449, 0.37927041, 0.23972206
432, 0.00436133, 0.00694050, 0.36228527, 0.45512449, 0.39606254, 0.23566879
433, 0.00448170, 0.00669205, 0.36016213, 0.44933411, 0.38795599, 0.24319629
434, 0.00454633, 0.00625016, 0.35939008, 0.44354372, 0.39490446, 0.23972206
435, 0.00436615, 0.00599807, 0.35765296, 0.44643891, 0.39085119, 0.23566879
436, 0.00448430, 0.00737997, 0.35282764, 0.44470180, 0.38158657, 0.23219456
437, 0.00441295, 0.00714757, 0.35688091, 0.44817603, 0.38042849, 0.24203822
438, 0.00434173, 0.00620772, 0.36016213, 0.45280834, 0.38042849, 0.24724957
439, 0.00455247, 0.00677998, 0.35996912, 0.45744065, 0.37579618, 0.24667053
440, 0.00465470, 0.00664191, 0.35321367, 0.44470180, 0.37174291, 0.24319629
441, 0.00453104, 0.00655135, 0.35379270, 0.44643891, 0.38563984, 0.22929936
442, 0.00440853, 0.00589141, 0.35572283, 0.44585987, 0.38216561, 0.23914302
443, 0.00433670, 0.00714182, 0.35900405, 0.45917776, 0.37753329, 0.24030110
444, 0.00517871, 0.00776836, 0.36344335, 0.45744065, 0.39027215, 0.24261726
445, 0.00479937, 0.00710761, 0.35688091, 0.44701795, 0.37869137, 0.24493341
446, 0.00455334, 0.00815820, 0.36016213, 0.46033584, 0.37174291, 0.24840764
447, 0.00440958, 0.00683225, 0.35842501, 0.45165026, 0.38216561, 0.24145918
448, 0.00455636, 0.00731793, 0.35707392, 0.44354372, 0.37984945, 0.24782860
449, 0.00454907, 0.00708090, 0.35688091, 0.44701795, 0.38042849, 0.24319629
450, 0.00458175, 0.00604854, 0.35591585, 0.44643891, 0.38100753, 0.24030110
451, 0.00437537, 0.00676558, 0.35282764, 0.44180660, 0.37984945, 0.23682687
452, 0.00450912, 0.00724860, 0.35089751, 0.44643891, 0.36711060, 0.23914302
453, 0.00440088, 0.00674401, 0.35398572, 0.45396642, 0.37463810, 0.23335263
454, 0.00460050, 0.00672571, 0.35282764, 0.44701795, 0.37116387, 0.24030110
455, 0.00449128, 0.00613547, 0.35089751, 0.44122756, 0.37637522, 0.23508975
456, 0.00436745, 0.00702266, 0.35514379, 0.44470180, 0.38158657, 0.23914302
457, 0.00447644, 0.00662942, 0.35495078, 0.44759699, 0.37695426, 0.24030110
458, 0.00433407, 0.00592815, 0.35630187, 0.44701795, 0.38679792, 0.23508975
459, 0.00456641, 0.00635075, 0.35842501, 0.44875507, 0.38621888, 0.24030110
460, 0.00463891, 0.00622304, 0.35359969, 0.44238564, 0.38506080, 0.23335263
461, 0.00441823, 0.00617530, 0.35495078, 0.44817603, 0.38332368, 0.23335263
462, 0.00431000, 0.00664464, 0.35244161, 0.44585987, 0.37405906, 0.23740591
463, 0.00442958, 0.00707237, 0.35514379, 0.45628257, 0.38390272, 0.22524609
464, 0.00455542, 0.00664395, 0.34954642, 0.44238564, 0.37232195, 0.23393167
465, 0.00430955, 0.00641606, 0.35688091, 0.45222930, 0.37811233, 0.24030110
466, 0.00450907, 0.00658005, 0.35321367, 0.43891141, 0.37984945, 0.24088014
467, 0.00431729, 0.00653032, 0.35166956, 0.44180660, 0.37579618, 0.23740591
468, 0.00436659, 0.00668761, 0.34954642, 0.44122756, 0.37521714, 0.23219456
469, 0.00432175, 0.00622086, 0.35244161, 0.44643891, 0.37927041, 0.23161552
470, 0.00428562, 0.00705325, 0.35881104, 0.45107122, 0.38737695, 0.23798494
471, 0.00443891, 0.00669401, 0.35417873, 0.44354372, 0.38448176, 0.23451071
472, 0.00423417, 0.00636713, 0.36016213, 0.44875507, 0.39606254, 0.23566879
473, 0.00420830, 0.00552553, 0.35649489, 0.44470180, 0.38621888, 0.23856398
474, 0.00432089, 0.00679127, 0.35745995, 0.44817603, 0.37984945, 0.24435437
475, 0.00440984, 0.00652914, 0.36093418, 0.45107122, 0.39027215, 0.24145918
476, 0.00450557, 0.00674113, 0.35726694, 0.44412276, 0.39027215, 0.23740591
477, 0.00457020, 0.00746734, 0.35417873, 0.44296468, 0.38216561, 0.23740591
478, 0.00467262, 0.00662213, 0.36267130, 0.44875507, 0.38969311, 0.24956572
479, 0.00451077, 0.00639295, 0.35784598, 0.44122756, 0.38969311, 0.24261726
480, 0.00441011, 0.00575670, 0.35649489, 0.44354372, 0.37637522, 0.24956572
481, 0.00442502, 0.00651685, 0.35205559, 0.44528083, 0.37174291, 0.23914302
482, 0.00438821, 0.00632335, 0.35205559, 0.44122756, 0.37000579, 0.24493341
483, 0.00444037, 0.00704531, 0.35244161, 0.44064852, 0.36768964, 0.24898668
484, 0.00453745, 0.00685932, 0.35051148, 0.43717429, 0.37463810, 0.23972206
485, 0.00439686, 0.00670201, 0.35321367, 0.44064852, 0.36653156, 0.25246091
486, 0.00435581, 0.00627707, 0.35282764, 0.43601621, 0.37290098, 0.24956572
487, 0.00453572, 0.00672685, 0.35417873, 0.43370006, 0.37579618, 0.25303995
488, 0.00434888, 0.00722310, 0.35224860, 0.42617255, 0.37753329, 0.25303995
489, 0.00447938, 0.00670174, 0.35649489, 0.43659525, 0.37348002, 0.25940938
490, 0.00477957, 0.00672545, 0.35437174, 0.43138390, 0.37174291, 0.25998842
491, 0.00440638, 0.00611405, 0.35649489, 0.43427910, 0.37637522, 0.25883034
492, 0.00438831, 0.00617438, 0.35630187, 0.43949045, 0.37405906, 0.25535611
493, 0.00447840, 0.00617182, 0.35224860, 0.43833237, 0.36247829, 0.25593515
494, 0.00450510, 0.00725312, 0.35610886, 0.43370006, 0.37232195, 0.26230457
495, 0.00408659, 0.00611833, 0.35359969, 0.43312102, 0.37463810, 0.25303995
496, 0.00434033, 0.00566814, 0.35765296, 0.43543717, 0.38100753, 0.25651419
497, 0.00439971, 0.00610228, 0.35900405, 0.43891141, 0.38042849, 0.25767226
498, 0.00432122, 0.00622831, 0.35340668, 0.43601621, 0.37869137, 0.24551245
499, 0.00440562, 0.00570037, 0.35359969, 0.43949045, 0.36711060, 0.25419803
500, 0.00452065, 0.00689300, 0.36093418, 0.44296468, 0.38042849, 0.25940938
