accuracy	true_label	vote_label	correct_vote
0.8275862068965517	1	1	True
0.7659574468085106	1	1	True
0.5526315789473685	1	1	True
0.8913043478260869	1	1	True
0.7142857142857143	1	1	True
0.8837209302325582	1	1	True
0.65	1	1	True
0.6222222222222222	1	1	True
0.673469387755102	1	1	True
0.7837837837837838	1	1	True
0.78125	1	1	True
0.9534883720930233	1	1	True
0.9795918367346939	1	1	True
0.875	1	1	True
0.7777777777777778	1	1	True
0.6666666666666666	1	1	True
0.671875	1	1	True
0.875	1	1	True
0.7727272727272727	1	1	True
0.8913043478260869	0	0	True
0.8703703703703703	0	0	True
0.9038461538461539	0	0	True
0.8518518518518519	0	0	True
0.32653061224489793	0	2	False
0.5098039215686274	0	0	True
0.8888888888888888	0	0	True
0.9387755102040817	0	0	True
0.5434782608695652	0	0	True
0.8048780487804879	0	0	True
0.9545454545454546	0	0	True
0.9818181818181818	0	0	True
0.9787234042553191	0	0	True
0.9545454545454546	0	0	True
0.8297872340425532	0	0	True
0.5714285714285714	1	1	True
0.9583333333333334	0	0	True
0.40425531914893614	0	1	False
0.9423076923076923	0	0	True
1.0	0	0	True
0.7547169811320755	2	2	True
0.734375	2	2	True
0.9354838709677419	2	2	True
0.7647058823529411	1	1	True
0.8936170212765957	2	2	True
0.7903225806451613	2	2	True
0.8064516129032258	2	2	True
0.9629629629629629	2	2	True
0.7619047619047619	2	2	True
0.7317073170731707	1	1	True
0.9102564102564102	2	2	True
0.5844155844155844	2	2	True
0.7846153846153846	2	2	True
0.7735849056603774	2	2	True
0.9473684210526315	2	2	True
0.5416666666666666	2	2	True
0.65625	1	1	True
