accuracy	true_label	vote_label	correct_vote
0.7241379310344828	1	1	True
0.7446808510638298	1	1	True
0.5263157894736842	1	1	True
0.8913043478260869	1	1	True
0.7619047619047619	1	1	True
0.9534883720930233	1	1	True
0.725	1	1	True
0.6	1	1	True
0.6530612244897959	1	1	True
0.7837837837837838	1	1	True
0.875	1	1	True
1.0	1	1	True
0.9387755102040817	1	1	True
0.8	1	1	True
0.7777777777777778	1	1	True
0.8333333333333334	1	1	True
0.703125	1	1	True
0.78125	1	1	True
0.7727272727272727	1	1	True
0.9130434782608695	0	0	True
0.8888888888888888	0	0	True
0.9615384615384616	0	0	True
0.8333333333333334	0	0	True
0.3877551020408163	0	2	False
0.5098039215686274	0	0	True
0.8333333333333334	0	0	True
0.8979591836734694	0	0	True
0.5652173913043478	0	0	True
0.8048780487804879	0	0	True
0.9318181818181818	0	0	True
0.9636363636363636	0	0	True
0.9787234042553191	0	0	True
0.9545454545454546	0	0	True
0.851063829787234	0	0	True
0.5428571428571428	1	1	True
0.9583333333333334	0	0	True
0.40425531914893614	0	0	True
0.9423076923076923	0	0	True
1.0	0	0	True
0.7547169811320755	2	2	True
0.765625	2	2	True
0.9354838709677419	2	2	True
0.7941176470588235	1	1	True
0.8936170212765957	2	2	True
0.7741935483870968	2	2	True
0.8924731182795699	2	2	True
0.9506172839506173	2	2	True
0.7738095238095238	2	2	True
0.7073170731707317	1	1	True
0.8846153846153846	2	2	True
0.6103896103896104	2	2	True
0.7384615384615385	2	2	True
0.7924528301886793	2	2	True
1.0	2	2	True
0.5694444444444444	2	2	True
0.71875	1	1	True
