accuracy	true_label	vote_label	correct_vote
0.7931034482758621	1	1	True
0.8085106382978723	1	1	True
0.5	1	1	True
0.8913043478260869	1	1	True
0.7857142857142857	1	1	True
0.9069767441860465	1	1	True
0.675	1	1	True
0.6666666666666666	1	1	True
0.6530612244897959	1	1	True
0.7297297297297297	1	1	True
0.78125	1	1	True
0.9534883720930233	1	1	True
0.9591836734693877	1	1	True
0.875	1	1	True
0.7777777777777778	1	1	True
0.7333333333333333	1	1	True
0.6875	1	1	True
0.875	1	1	True
0.8181818181818182	1	1	True
0.8695652173913043	0	0	True
0.8703703703703703	0	0	True
0.9038461538461539	0	0	True
0.8148148148148148	0	0	True
0.3469387755102041	0	2	False
0.5490196078431373	0	0	True
0.8611111111111112	0	0	True
0.9183673469387755	0	0	True
0.5652173913043478	0	0	True
0.7804878048780488	0	0	True
0.9772727272727273	0	0	True
0.9636363636363636	0	0	True
0.9574468085106383	0	0	True
0.9545454545454546	0	0	True
0.8297872340425532	0	0	True
0.6285714285714286	1	1	True
0.9375	0	0	True
0.3829787234042553	0	1	False
0.9807692307692307	0	0	True
1.0	0	0	True
0.7547169811320755	2	2	True
0.78125	2	2	True
0.9516129032258065	2	2	True
0.7941176470588235	1	1	True
0.8936170212765957	2	2	True
0.7903225806451613	2	2	True
0.8279569892473119	2	2	True
0.9629629629629629	2	2	True
0.7380952380952381	2	2	True
0.7317073170731707	1	1	True
0.9102564102564102	2	2	True
0.5584415584415584	2	2	True
0.8	2	2	True
0.7924528301886793	2	2	True
0.9473684210526315	2	2	True
0.5555555555555556	2	2	True
0.71875	1	1	True
