accuracy	true_label	vote_label	correct_vote
0.6551724137931034	1	1	True
0.8297872340425532	1	1	True
0.6052631578947368	1	1	True
0.8695652173913043	1	1	True
0.7619047619047619	1	1	True
0.9534883720930233	1	1	True
0.8	1	1	True
0.5333333333333333	1	1	True
0.6326530612244898	1	1	True
0.8378378378378378	1	1	True
0.9375	1	1	True
0.9534883720930233	1	1	True
0.9387755102040817	1	1	True
0.825	1	1	True
0.7222222222222222	1	1	True
0.8333333333333334	1	1	True
0.734375	1	1	True
0.84375	1	1	True
0.7954545454545454	1	1	True
0.8913043478260869	0	0	True
0.8703703703703703	0	0	True
0.9615384615384616	0	0	True
0.8518518518518519	0	0	True
0.3877551020408163	0	2	False
0.5686274509803921	0	0	True
0.8333333333333334	0	0	True
0.9183673469387755	0	0	True
0.6086956521739131	0	0	True
0.7560975609756098	0	0	True
0.9090909090909091	0	0	True
0.9818181818181818	0	0	True
0.9787234042553191	0	0	True
0.9090909090909091	0	0	True
0.8936170212765957	0	0	True
0.5428571428571428	1	1	True
0.9583333333333334	0	0	True
0.425531914893617	0	0	True
0.9230769230769231	0	0	True
1.0	0	0	True
0.7358490566037735	2	2	True
0.78125	2	2	True
0.9354838709677419	2	2	True
0.8235294117647058	1	1	True
0.8723404255319149	2	2	True
0.8064516129032258	2	2	True
0.8709677419354839	2	2	True
0.9629629629629629	2	2	True
0.7857142857142857	2	2	True
0.6829268292682927	1	1	True
0.8974358974358975	2	2	True
0.6233766233766234	2	2	True
0.7692307692307693	2	2	True
0.7924528301886793	2	2	True
1.0	2	2	True
0.6111111111111112	2	2	True
0.71875	1	1	True
