accuracy	true_label	vote_label	correct_vote
0.7586206896551724	1	1	True
0.6595744680851063	1	1	True
0.5789473684210527	1	1	True
0.9347826086956522	1	1	True
0.7142857142857143	1	1	True
0.7441860465116279	1	1	True
0.675	1	1	True
0.6	1	1	True
0.6122448979591837	1	1	True
0.7297297297297297	1	1	True
0.71875	1	1	True
0.9534883720930233	1	1	True
0.9183673469387755	1	1	True
0.85	1	1	True
0.7222222222222222	1	1	True
0.7	1	1	True
0.640625	1	1	True
0.875	1	1	True
0.5909090909090909	1	1	True
0.9347826086956522	0	0	True
0.8703703703703703	0	0	True
0.8653846153846154	0	0	True
0.7592592592592593	0	0	True
0.3877551020408163	0	0	True
0.49019607843137253	0	0	True
0.8611111111111112	0	0	True
0.8979591836734694	0	0	True
0.6739130434782609	0	0	True
0.7804878048780488	0	0	True
0.9545454545454546	0	0	True
0.9272727272727272	0	0	True
0.9574468085106383	0	0	True
0.8863636363636364	0	0	True
0.723404255319149	0	0	True
0.45714285714285713	1	0	False
0.9375	0	0	True
0.5319148936170213	0	0	True
0.9230769230769231	0	0	True
0.9583333333333334	0	0	True
0.7169811320754716	2	2	True
0.765625	2	2	True
0.9193548387096774	2	2	True
0.7647058823529411	1	1	True
0.8297872340425532	2	2	True
0.7903225806451613	2	2	True
0.8172043010752689	2	2	True
0.9506172839506173	2	2	True
0.75	2	2	True
0.7804878048780488	1	1	True
0.8589743589743589	2	2	True
0.6103896103896104	2	2	True
0.7384615384615385	2	2	True
0.6981132075471698	2	2	True
0.9473684210526315	2	2	True
0.4722222222222222	2	2	True
0.625	1	1	True
