#, train_loss, test_loss, test_acc_all, test_acc_C, test_acc_A, test_acc_F
317, 0.00484718, 0.00671120, 0.42147538, 0.50095117, 0.39949271, 0.36398224
318, 0.00475512, 0.00715437, 0.42168675, 0.49270767, 0.39568802, 0.37666455
319, 0.00480709, 0.00694435, 0.42253223, 0.50031706, 0.39061509, 0.37666455
320, 0.00508428, 0.00710070, 0.42084126, 0.50792644, 0.37603044, 0.37856690
321, 0.00502849, 0.00741070, 0.42041852, 0.50665821, 0.37412809, 0.38046925
322, 0.00485059, 0.00745642, 0.42506870, 0.51173114, 0.38807863, 0.37539632
323, 0.00470927, 0.00756879, 0.42020714, 0.50158529, 0.38681040, 0.37222575
324, 0.00465932, 0.00823202, 0.42189812, 0.49904883, 0.38807863, 0.37856690
325, 0.00485218, 0.00714881, 0.41302050, 0.50095117, 0.38046925, 0.35764109
326, 0.00481637, 0.00692393, 0.42041852, 0.50729233, 0.39505390, 0.35890932
327, 0.00497478, 0.00859257, 0.42971888, 0.50729233, 0.40583386, 0.37603044
328, 0.00519570, 0.00861377, 0.42253223, 0.50856056, 0.39378567, 0.36525048
329, 0.00487282, 0.00823862, 0.42528007, 0.50792644, 0.39315155, 0.37476221
330, 0.00492522, 0.00653327, 0.42528007, 0.49587825, 0.39949271, 0.38046925
331, 0.00476321, 0.00670405, 0.41428873, 0.49587825, 0.38490805, 0.36207990
332, 0.00471692, 0.00772467, 0.42189812, 0.50158529, 0.39315155, 0.37095751
333, 0.00482344, 0.00666530, 0.42232086, 0.49461002, 0.39378567, 0.37856690
334, 0.00484089, 0.00777949, 0.41682520, 0.50285352, 0.38554217, 0.36207990
335, 0.00505323, 0.00747612, 0.41513422, 0.51046290, 0.38046925, 0.35447051
336, 0.00487997, 0.00780275, 0.41640245, 0.49968294, 0.38998098, 0.35954344
337, 0.00465822, 0.00792281, 0.41661382, 0.50475587, 0.39061509, 0.35447051
338, 0.00473980, 0.00655109, 0.41809343, 0.50792644, 0.37666455, 0.36968928
339, 0.00456568, 0.00754889, 0.42020714, 0.51173114, 0.38617628, 0.36271401
340, 0.00467929, 0.00808857, 0.41978440, 0.50982879, 0.38173748, 0.36778694
341, 0.00482542, 0.00786002, 0.41788205, 0.50792644, 0.38300571, 0.36271401
342, 0.00511585, 0.00762066, 0.41830480, 0.50285352, 0.37729867, 0.37476221
343, 0.00473989, 0.00838934, 0.41872754, 0.49334179, 0.37856690, 0.38427394
344, 0.00488339, 0.00786814, 0.41132953, 0.48446417, 0.38237159, 0.36715282
345, 0.00477407, 0.00709923, 0.41492285, 0.49207356, 0.38427394, 0.36842105
346, 0.00484765, 0.00858918, 0.41302050, 0.48953710, 0.38554217, 0.36398224
347, 0.00445661, 0.00786580, 0.42062989, 0.50221940, 0.38807863, 0.37159163
348, 0.00454254, 0.00756186, 0.41809343, 0.50031706, 0.38110336, 0.37285986
349, 0.00479966, 0.00651150, 0.41809343, 0.49968294, 0.38998098, 0.36461636
350, 0.00458899, 0.00701211, 0.41471148, 0.49651237, 0.39061509, 0.35700698
351, 0.00468986, 0.00839019, 0.41111816, 0.49524413, 0.38617628, 0.35193405
352, 0.00439404, 0.00681324, 0.40731346, 0.48953710, 0.39251744, 0.33988586
353, 0.00458246, 0.00695776, 0.41471148, 0.50158529, 0.39251744, 0.35003171
354, 0.00471342, 0.00782882, 0.41090679, 0.50031706, 0.38490805, 0.34749524
355, 0.00452084, 0.00738699, 0.41365462, 0.49778060, 0.38807863, 0.35510463
356, 0.00488238, 0.00744197, 0.41111816, 0.48573240, 0.39378567, 0.35383640
357, 0.00468971, 0.00746299, 0.40287466, 0.49207356, 0.38237159, 0.33417882
358, 0.00450257, 0.00867122, 0.40858170, 0.49017121, 0.39188332, 0.34369055
359, 0.00488502, 0.00891537, 0.40794758, 0.49334179, 0.38237159, 0.34812936
360, 0.00451398, 0.00857258, 0.40773621, 0.48002536, 0.38744451, 0.35573874
361, 0.00463198, 0.00679366, 0.40097231, 0.47875713, 0.38363982, 0.34051997
362, 0.00453503, 0.00743291, 0.41006130, 0.50475587, 0.38046925, 0.34495878
363, 0.00459028, 0.00917749, 0.41344325, 0.49270767, 0.39949271, 0.34812936
364, 0.00468637, 0.00756590, 0.41555696, 0.50729233, 0.40076094, 0.33861763
365, 0.00474137, 0.00766715, 0.41259776, 0.50475587, 0.39124921, 0.34178821
366, 0.00447459, 0.00694417, 0.41597971, 0.50412175, 0.40266328, 0.34115409
367, 0.00469969, 0.00695093, 0.41154090, 0.50221940, 0.38554217, 0.34686113
368, 0.00456134, 0.00738291, 0.41069541, 0.50221940, 0.38490805, 0.34495878
369, 0.00460064, 0.00750633, 0.41217502, 0.50285352, 0.39124921, 0.34242232
370, 0.00472913, 0.00844790, 0.41132953, 0.50031706, 0.40456563, 0.32910590
371, 0.00464213, 0.00715186, 0.41492285, 0.50856056, 0.39188332, 0.34432467
372, 0.00457887, 0.00907937, 0.41217502, 0.50792644, 0.39124921, 0.33734940
373, 0.00452023, 0.00771599, 0.40710209, 0.49841471, 0.38300571, 0.33988586
374, 0.00463064, 0.00947818, 0.41111816, 0.51363348, 0.39061509, 0.32910590
375, 0.00459662, 0.00894488, 0.41006130, 0.49714648, 0.39061509, 0.34242232
376, 0.00514191, 0.00953115, 0.41238639, 0.49778060, 0.39061509, 0.34876347
377, 0.00469870, 0.00848715, 0.41745931, 0.49524413, 0.40139505, 0.35573874
378, 0.00433506, 0.00719063, 0.41619108, 0.50348763, 0.40012682, 0.34495878
379, 0.00463539, 0.00954798, 0.42380047, 0.50475587, 0.41534559, 0.35129994
380, 0.00473505, 0.00846953, 0.42570281, 0.50602410, 0.41851617, 0.35256817
381, 0.00449279, 0.00640942, 0.42232086, 0.50538998, 0.41471148, 0.34686113
382, 0.00444402, 0.00662384, 0.42612555, 0.51299937, 0.41090679, 0.35447051
383, 0.00456471, 0.00774343, 0.42760516, 0.51046290, 0.40646798, 0.36588459
384, 0.00466979, 0.00739483, 0.42929613, 0.49841471, 0.41661382, 0.37285986
385, 0.00463765, 0.00954038, 0.43056436, 0.49968294, 0.41978440, 0.37222575
386, 0.00461311, 0.00735916, 0.42528007, 0.51109702, 0.41597971, 0.34876347
387, 0.00472896, 0.00688975, 0.42823927, 0.51363348, 0.40266328, 0.36842105
388, 0.00454172, 0.00803548, 0.42823927, 0.51236525, 0.41534559, 0.35700698
389, 0.00468787, 0.00645892, 0.41809343, 0.48700063, 0.41851617, 0.34876347
390, 0.00480933, 0.00670523, 0.41576834, 0.49968294, 0.40393152, 0.34369055
391, 0.00462054, 0.00792158, 0.42168675, 0.50221940, 0.40773621, 0.35510463
392, 0.00456891, 0.00756206, 0.42210949, 0.50665821, 0.40963855, 0.35003171
393, 0.00446559, 0.00719391, 0.41978440, 0.50285352, 0.40773621, 0.34876347
394, 0.00452566, 0.00736960, 0.42823927, 0.50919467, 0.41217502, 0.36334813
395, 0.00455574, 0.00767003, 0.42464595, 0.51236525, 0.40329740, 0.35827521
396, 0.00451739, 0.00686036, 0.43035299, 0.50475587, 0.41661382, 0.36968928
397, 0.00474917, 0.00733286, 0.42210949, 0.50285352, 0.40710209, 0.35637286
398, 0.00488260, 0.00830256, 0.42210949, 0.50095117, 0.41154090, 0.35383640
399, 0.00471207, 0.00855759, 0.42633693, 0.50729233, 0.41344325, 0.35827521
400, 0.00446587, 0.00649605, 0.43267808, 0.51680406, 0.41597971, 0.36525048
401, 0.00507198, 0.00798961, 0.42041852, 0.49714648, 0.39822448, 0.36588459
402, 0.00469715, 0.00635570, 0.41936166, 0.50031706, 0.39378567, 0.36398224
403, 0.00495591, 0.00765306, 0.41132953, 0.49207356, 0.38871275, 0.35320228
404, 0.00454579, 0.00803945, 0.41471148, 0.49397590, 0.40202917, 0.34812936
405, 0.00456297, 0.00686199, 0.41048404, 0.48129360, 0.40393152, 0.34622701
406, 0.00473488, 0.00752224, 0.42084126, 0.49714648, 0.40963855, 0.35573874
407, 0.00450878, 0.00716323, 0.42422321, 0.50538998, 0.41344325, 0.35383640
408, 0.00442357, 0.00683153, 0.41576834, 0.49207356, 0.39885859, 0.35637286
409, 0.00455191, 0.00816594, 0.41302050, 0.49017121, 0.39632213, 0.35256817
410, 0.00450664, 0.00746644, 0.41428873, 0.50221940, 0.38934686, 0.35129994
411, 0.00439796, 0.00811227, 0.41851617, 0.50095117, 0.40963855, 0.34495878
412, 0.00446764, 0.00604059, 0.41788205, 0.49968294, 0.40076094, 0.35320228
413, 0.00452233, 0.00757604, 0.41090679, 0.49651237, 0.38744451, 0.34876347
414, 0.00454742, 0.00621873, 0.40752484, 0.49524413, 0.38300571, 0.34432467
415, 0.00457746, 0.00711229, 0.41006130, 0.50095117, 0.38237159, 0.34686113
416, 0.00449611, 0.00736770, 0.41640245, 0.50285352, 0.40076094, 0.34559290
417, 0.00462802, 0.00705117, 0.41344325, 0.50285352, 0.38934686, 0.34812936
418, 0.00455996, 0.00748109, 0.41196364, 0.49714648, 0.39759036, 0.34115409
419, 0.00452362, 0.00740983, 0.40837032, 0.51046290, 0.38173748, 0.33291059
420, 0.00437983, 0.00808253, 0.40752484, 0.50919467, 0.37793278, 0.33544705
421, 0.00431420, 0.00704974, 0.40942718, 0.50158529, 0.38046925, 0.34622701
422, 0.00454690, 0.00735194, 0.41767068, 0.50095117, 0.38871275, 0.36334813
423, 0.00464849, 0.00781863, 0.41872754, 0.50792644, 0.39251744, 0.35573874
424, 0.00491221, 0.00880442, 0.41365462, 0.51299937, 0.37666455, 0.35129994
425, 0.00528699, 0.00919873, 0.40837032, 0.50031706, 0.37412809, 0.35066582
426, 0.00477852, 0.00748129, 0.40054957, 0.49714648, 0.36081167, 0.34369055
427, 0.00488457, 0.00639546, 0.41027267, 0.49904883, 0.37983513, 0.35193405
428, 0.00522012, 0.00598641, 0.41027267, 0.50412175, 0.37476221, 0.35193405
429, 0.00490570, 0.00861413, 0.40519975, 0.49270767, 0.37349398, 0.34939759
430, 0.00480524, 0.00673841, 0.40562249, 0.49143944, 0.37349398, 0.35193405
431, 0.00478864, 0.00656142, 0.40900444, 0.49587825, 0.37603044, 0.35510463
432, 0.00452702, 0.00758250, 0.40984993, 0.50538998, 0.36144578, 0.36271401
433, 0.00471447, 0.00753280, 0.40689072, 0.50285352, 0.36081167, 0.35700698
434, 0.00462773, 0.00756931, 0.40879307, 0.50095117, 0.36842105, 0.35700698
435, 0.00480617, 0.00732752, 0.40329740, 0.49397590, 0.35827521, 0.35764109
436, 0.00461635, 0.00675482, 0.40477700, 0.50031706, 0.36144578, 0.35256817
437, 0.00458803, 0.00721714, 0.40604523, 0.48573240, 0.37222575, 0.36017755
438, 0.00464621, 0.00743055, 0.40287466, 0.48763475, 0.37349398, 0.34749524
439, 0.00457219, 0.00769058, 0.40583386, 0.49080533, 0.38173748, 0.34495878
440, 0.00446793, 0.00758164, 0.40815895, 0.49651237, 0.38110336, 0.34686113
441, 0.00447599, 0.00664417, 0.40498837, 0.49207356, 0.37412809, 0.34876347
442, 0.00452722, 0.00698346, 0.40477700, 0.49143944, 0.37412809, 0.34876347
443, 0.00462881, 0.00760240, 0.40667935, 0.49714648, 0.37349398, 0.34939759
444, 0.00465122, 0.00802302, 0.40435426, 0.48953710, 0.37159163, 0.35193405
445, 0.00437243, 0.00724400, 0.40773621, 0.48763475, 0.37793278, 0.35764109
446, 0.00436559, 0.00672896, 0.40963855, 0.48890298, 0.37983513, 0.36017755
447, 0.00452002, 0.00702708, 0.40583386, 0.49397590, 0.36334813, 0.36017755
448, 0.00447436, 0.00749318, 0.40921581, 0.49714648, 0.37222575, 0.35827521
449, 0.00484057, 0.00808744, 0.41302050, 0.50285352, 0.38934686, 0.34686113
450, 0.00496523, 0.00913839, 0.41555696, 0.50095117, 0.37285986, 0.37285986
451, 0.00496483, 0.00859944, 0.40815895, 0.50095117, 0.36525048, 0.35827521
452, 0.00468327, 0.00843468, 0.39991545, 0.49017121, 0.36968928, 0.33988586
453, 0.00448025, 0.00665161, 0.40414289, 0.49334179, 0.37476221, 0.34432467
454, 0.00438724, 0.00743009, 0.39716762, 0.48763475, 0.36398224, 0.33988586
455, 0.00462455, 0.00654962, 0.39822448, 0.48700063, 0.36651871, 0.34115409
456, 0.00454417, 0.00607744, 0.40731346, 0.49587825, 0.37793278, 0.34812936
457, 0.00461852, 0.00634458, 0.40414289, 0.49334179, 0.38237159, 0.33671528
458, 0.00447220, 0.00737091, 0.40139505, 0.48573240, 0.37539632, 0.34305644
459, 0.00470919, 0.00708424, 0.40350877, 0.48319594, 0.37285986, 0.35447051
460, 0.00442140, 0.00664498, 0.39801311, 0.48002536, 0.36398224, 0.35003171
461, 0.00441496, 0.00795866, 0.40181780, 0.48573240, 0.37729867, 0.34242232
462, 0.00455903, 0.00890288, 0.40815895, 0.50158529, 0.36968928, 0.35320228
463, 0.00451886, 0.00782683, 0.40012682, 0.49334179, 0.35890932, 0.34812936
464, 0.00430094, 0.00734113, 0.40456563, 0.49080533, 0.36715282, 0.35573874
465, 0.00437034, 0.00693549, 0.40224054, 0.49397590, 0.36968928, 0.34305644
466, 0.00440966, 0.00736187, 0.40900444, 0.50348763, 0.36651871, 0.35700698
467, 0.00452077, 0.00648647, 0.40054957, 0.48700063, 0.36207990, 0.35256817
468, 0.00430218, 0.00700916, 0.40139505, 0.48953710, 0.36905517, 0.34559290
469, 0.00471323, 0.00721049, 0.40033819, 0.49207356, 0.36905517, 0.33988586
470, 0.00446250, 0.00779298, 0.39864722, 0.49461002, 0.36778694, 0.33354471
471, 0.00446088, 0.00603347, 0.40435426, 0.49207356, 0.37159163, 0.34939759
472, 0.00441957, 0.00651812, 0.40350877, 0.49017121, 0.37729867, 0.34305644
473, 0.00450203, 0.00742122, 0.40245191, 0.48636652, 0.37793278, 0.34305644
474, 0.00434393, 0.00705167, 0.40012682, 0.49080533, 0.36525048, 0.34432467
475, 0.00437252, 0.00670758, 0.40498837, 0.49651237, 0.37729867, 0.34115409
476, 0.00447546, 0.00734114, 0.40984993, 0.49207356, 0.38427394, 0.35320228
477, 0.00426096, 0.00674119, 0.40245191, 0.48953710, 0.37349398, 0.34432467
478, 0.00436173, 0.00743092, 0.40921581, 0.50221940, 0.38554217, 0.33988586
479, 0.00457480, 0.00699910, 0.41238639, 0.50031706, 0.38427394, 0.35256817
480, 0.00438340, 0.00750926, 0.41365462, 0.49587825, 0.38744451, 0.35764109
481, 0.00458666, 0.00800687, 0.41196364, 0.50602410, 0.37983513, 0.35003171
482, 0.00425995, 0.00677946, 0.40731346, 0.49714648, 0.37539632, 0.34939759
483, 0.00431588, 0.00602803, 0.40900444, 0.50158529, 0.37856690, 0.34686113
484, 0.00456027, 0.00639486, 0.41471148, 0.49778060, 0.38237159, 0.36398224
485, 0.00438783, 0.00731398, 0.41386599, 0.49651237, 0.38554217, 0.35954344
486, 0.00433587, 0.00795173, 0.41027267, 0.49524413, 0.37729867, 0.35827521
487, 0.00430539, 0.00677942, 0.41513422, 0.49904883, 0.39061509, 0.35573874
488, 0.00457829, 0.00775907, 0.41154090, 0.49841471, 0.38173748, 0.35447051
489, 0.00434790, 0.00688984, 0.41597971, 0.50602410, 0.38681040, 0.35510463
490, 0.00436512, 0.00760276, 0.41830480, 0.50602410, 0.39441978, 0.35447051
491, 0.00447963, 0.00651800, 0.41238639, 0.50095117, 0.37793278, 0.35827521
492, 0.00441137, 0.00741338, 0.41196364, 0.49778060, 0.37729867, 0.36081167
493, 0.00437873, 0.00743502, 0.40984993, 0.49904883, 0.37920101, 0.35129994
494, 0.00438812, 0.00762822, 0.41196364, 0.50158529, 0.38617628, 0.34812936
495, 0.00459585, 0.00626960, 0.40519975, 0.48953710, 0.38110336, 0.34495878
496, 0.00480261, 0.00731936, 0.39991545, 0.48446417, 0.37729867, 0.33798351
497, 0.00469327, 0.00695745, 0.40562249, 0.48953710, 0.37983513, 0.34749524
498, 0.00455488, 0.00669585, 0.40646798, 0.49841471, 0.37539632, 0.34559290
499, 0.00431301, 0.00636714, 0.40604523, 0.49968294, 0.37920101, 0.33925174
500, 0.00454536, 0.00712603, 0.41132953, 0.50412175, 0.38807863, 0.34178821
