#, train_loss, test_loss, test_acc_all, test_acc_C, test_acc_A, test_acc_F
146, 0.00545616, 0.00971755, 0.44007609, 0.54090044, 0.41978440, 0.35954344
147, 0.00545990, 0.00968661, 0.44409216, 0.53772987, 0.42866202, 0.36588459
148, 0.00543161, 0.01090356, 0.43606003, 0.53012048, 0.40773621, 0.37032340
149, 0.00551281, 0.01032605, 0.43521454, 0.52504756, 0.40139505, 0.37920101
150, 0.00553996, 0.01024112, 0.43880786, 0.53012048, 0.41217502, 0.37412809
151, 0.00567478, 0.00864470, 0.43246671, 0.51743817, 0.39949271, 0.38046925
152, 0.00534774, 0.01014881, 0.43162122, 0.52251110, 0.39568802, 0.37666455
153, 0.00533038, 0.00980432, 0.43606003, 0.52758402, 0.41280913, 0.36778694
154, 0.00521303, 0.00876321, 0.43056436, 0.52187698, 0.40012682, 0.36968928
155, 0.00514527, 0.01074135, 0.43775100, 0.52821814, 0.41344325, 0.37159163
156, 0.00527520, 0.00977828, 0.43732826, 0.52124287, 0.40963855, 0.38110336
157, 0.00551900, 0.01143398, 0.42887339, 0.52251110, 0.38807863, 0.37603044
158, 0.00535301, 0.00970446, 0.43183259, 0.51743817, 0.39124921, 0.38681040
159, 0.00528203, 0.00899048, 0.43352357, 0.52821814, 0.39822448, 0.37412809
160, 0.00530599, 0.00792281, 0.43753963, 0.52948637, 0.41280913, 0.37032340
161, 0.00533513, 0.01026201, 0.43584866, 0.52504756, 0.41534559, 0.36715282
162, 0.00539979, 0.00899433, 0.43775100, 0.52377933, 0.41090679, 0.37856690
163, 0.00518792, 0.00944852, 0.44071021, 0.52821814, 0.40329740, 0.39061509
164, 0.00545519, 0.00992936, 0.43690552, 0.52885225, 0.40837032, 0.37349398
165, 0.00546981, 0.00833019, 0.43965335, 0.52821814, 0.42485732, 0.36588459
166, 0.00559142, 0.00876689, 0.43859649, 0.52821814, 0.41915029, 0.36842105
167, 0.00540219, 0.00989161, 0.43373494, 0.52758402, 0.40076094, 0.37285986
168, 0.00546696, 0.00939454, 0.43479180, 0.52504756, 0.41280913, 0.36651871
169, 0.00553947, 0.01112297, 0.42549144, 0.50982879, 0.39885859, 0.36778694
170, 0.00529408, 0.00941945, 0.42802790, 0.51426760, 0.39315155, 0.37666455
171, 0.00532701, 0.00838199, 0.41767068, 0.51236525, 0.38871275, 0.35193405
172, 0.00529162, 0.00864364, 0.42274361, 0.52821814, 0.39441978, 0.34559290
173, 0.00551763, 0.00902431, 0.42147538, 0.52568167, 0.40012682, 0.33861763
174, 0.00561301, 0.00972524, 0.41915029, 0.50538998, 0.39568802, 0.35637286
175, 0.00540524, 0.01006855, 0.43394631, 0.52504756, 0.38871275, 0.38807863
176, 0.00534428, 0.01073159, 0.43225534, 0.52377933, 0.40076094, 0.37222575
177, 0.00564125, 0.00953581, 0.44599450, 0.53329106, 0.41915029, 0.38554217
178, 0.00536757, 0.01010845, 0.44092158, 0.52504756, 0.40710209, 0.39061509
179, 0.00579369, 0.00863621, 0.44218981, 0.52441344, 0.41280913, 0.38934686
180, 0.00538946, 0.00985319, 0.43394631, 0.52060875, 0.40266328, 0.37856690
181, 0.00507743, 0.01051787, 0.43288945, 0.51680406, 0.40076094, 0.38110336
182, 0.00513136, 0.00884774, 0.43310082, 0.51870640, 0.39251744, 0.38807863
183, 0.00516157, 0.00866053, 0.43331220, 0.51109702, 0.40519975, 0.38363982
184, 0.00498537, 0.00843189, 0.43436906, 0.50856056, 0.41407736, 0.38046925
185, 0.00515174, 0.00946670, 0.43331220, 0.51870640, 0.41154090, 0.36968928
186, 0.00519205, 0.00910384, 0.43352357, 0.53138871, 0.40329740, 0.36588459
187, 0.00515969, 0.00819359, 0.44028747, 0.51934052, 0.41217502, 0.38934686
188, 0.00504823, 0.00792509, 0.43817375, 0.52314521, 0.41915029, 0.37222575
189, 0.00505561, 0.00878087, 0.43521454, 0.52948637, 0.40646798, 0.36968928
190, 0.00522174, 0.00980969, 0.43500317, 0.52314521, 0.41027267, 0.37159163
191, 0.00506633, 0.00737601, 0.43056436, 0.51363348, 0.39568802, 0.38237159
192, 0.00552403, 0.01183428, 0.43183259, 0.50602410, 0.40519975, 0.38427394
193, 0.00528093, 0.00818402, 0.42739379, 0.50856056, 0.39949271, 0.37412809
194, 0.00523263, 0.00978447, 0.42084126, 0.50158529, 0.39315155, 0.36778694
195, 0.00512727, 0.00789591, 0.42612555, 0.50031706, 0.40329740, 0.37476221
196, 0.00494291, 0.00833099, 0.43077573, 0.50158529, 0.41027267, 0.38046925
197, 0.00522541, 0.00817335, 0.42971888, 0.50475587, 0.40456563, 0.37983513
198, 0.00479124, 0.00913429, 0.42993025, 0.50412175, 0.40202917, 0.38363982
199, 0.00515703, 0.00822567, 0.43098711, 0.50095117, 0.41154090, 0.38046925
200, 0.00527362, 0.00754530, 0.43140985, 0.50665821, 0.40710209, 0.38046925
201, 0.00508529, 0.00827995, 0.42802790, 0.50031706, 0.39885859, 0.38490805
202, 0.00502748, 0.00699443, 0.42337772, 0.50221940, 0.39378567, 0.37412809
203, 0.00484121, 0.00827028, 0.43098711, 0.50031706, 0.40583386, 0.38681040
204, 0.00479218, 0.00896455, 0.43584866, 0.50792644, 0.41154090, 0.38807863
205, 0.00501419, 0.00698149, 0.43288945, 0.51553583, 0.39378567, 0.38934686
206, 0.00513548, 0.00796542, 0.44007609, 0.51870640, 0.41344325, 0.38807863
207, 0.00498160, 0.00958351, 0.42887339, 0.51173114, 0.39949271, 0.37539632
208, 0.00490523, 0.00889980, 0.42971888, 0.51173114, 0.39505390, 0.38237159
209, 0.00515580, 0.00787948, 0.42845064, 0.51236525, 0.39759036, 0.37539632
210, 0.00520690, 0.00876700, 0.42654830, 0.50982879, 0.39251744, 0.37729867
211, 0.00507130, 0.00779329, 0.43204397, 0.50982879, 0.40139505, 0.38490805
212, 0.00502377, 0.01032384, 0.43669415, 0.51109702, 0.40646798, 0.39251744
213, 0.00493189, 0.00830360, 0.42823927, 0.50348763, 0.39885859, 0.38237159
214, 0.00497328, 0.00929555, 0.42802790, 0.50095117, 0.40266328, 0.38046925
215, 0.00490995, 0.00841108, 0.42866202, 0.50221940, 0.40012682, 0.38363982
216, 0.00487656, 0.00838480, 0.43288945, 0.49968294, 0.41090679, 0.38807863
217, 0.00498899, 0.00759886, 0.43056436, 0.49841471, 0.40646798, 0.38681040
218, 0.00492888, 0.00834124, 0.43204397, 0.50665821, 0.39188332, 0.39759036
219, 0.00483450, 0.00697869, 0.43225534, 0.50919467, 0.39822448, 0.38934686
220, 0.00476559, 0.00866616, 0.43373494, 0.51299937, 0.39759036, 0.39061509
221, 0.00494297, 0.00787478, 0.43627140, 0.51490171, 0.39695625, 0.39695625
222, 0.00488048, 0.00778536, 0.43098711, 0.50538998, 0.39505390, 0.39251744
223, 0.00502041, 0.00948535, 0.43183259, 0.50729233, 0.40012682, 0.38807863
224, 0.00487400, 0.00800989, 0.43014162, 0.50095117, 0.40012682, 0.38934686
225, 0.00493787, 0.00714407, 0.42232086, 0.50158529, 0.38617628, 0.37920101
226, 0.00485328, 0.00806341, 0.42823927, 0.49778060, 0.39695625, 0.38998098
227, 0.00483631, 0.00744438, 0.42802790, 0.49778060, 0.38998098, 0.39632213
228, 0.00478944, 0.00811415, 0.42760516, 0.49017121, 0.40583386, 0.38681040
229, 0.00479613, 0.00951865, 0.42570281, 0.49397590, 0.39124921, 0.39188332
230, 0.00497220, 0.00766931, 0.42358909, 0.49143944, 0.39885859, 0.38046925
231, 0.00491321, 0.00940539, 0.42739379, 0.49778060, 0.38300571, 0.40139505
232, 0.00512267, 0.00814785, 0.42612555, 0.49461002, 0.38427394, 0.39949271
233, 0.00483366, 0.00900245, 0.42337772, 0.48763475, 0.39251744, 0.38998098
234, 0.00469370, 0.00747238, 0.43077573, 0.49587825, 0.39759036, 0.39885859
235, 0.00474258, 0.00771222, 0.42485732, 0.48826886, 0.39505390, 0.39124921
236, 0.00503972, 0.00851934, 0.42380047, 0.48573240, 0.39441978, 0.39124921
237, 0.00498093, 0.00889752, 0.42485732, 0.49334179, 0.37856690, 0.40266328
238, 0.00505981, 0.00766130, 0.42316635, 0.49461002, 0.39061509, 0.38427394
239, 0.00464628, 0.00734421, 0.43098711, 0.49904883, 0.40266328, 0.39124921
240, 0.00482153, 0.00910390, 0.43204397, 0.49397590, 0.40012682, 0.40202917
241, 0.00499924, 0.00978011, 0.42485732, 0.48826886, 0.37412809, 0.41217502
242, 0.00477478, 0.00921455, 0.42908476, 0.49270767, 0.38110336, 0.41344325
243, 0.00475132, 0.00869981, 0.42506870, 0.49017121, 0.37793278, 0.40710209
244, 0.00486158, 0.00776661, 0.42781653, 0.50095117, 0.39061509, 0.39188332
245, 0.00477470, 0.00812525, 0.42549144, 0.50095117, 0.38300571, 0.39251744
246, 0.00493987, 0.00912682, 0.42253223, 0.49017121, 0.38807863, 0.38934686
247, 0.00475933, 0.00737959, 0.42950750, 0.49968294, 0.40646798, 0.38237159
248, 0.00503054, 0.00838556, 0.42485732, 0.48700063, 0.40393152, 0.38363982
249, 0.00466765, 0.00916690, 0.42591418, 0.49334179, 0.39632213, 0.38807863
250, 0.00472452, 0.01014171, 0.42020714, 0.48446417, 0.39251744, 0.38363982
251, 0.00472627, 0.00721270, 0.42232086, 0.49397590, 0.40012682, 0.37285986
252, 0.00471069, 0.00775455, 0.42781653, 0.49778060, 0.39061509, 0.39505390
253, 0.00461365, 0.00793995, 0.42781653, 0.49143944, 0.39188332, 0.40012682
254, 0.00456444, 0.00789212, 0.42675967, 0.49587825, 0.39505390, 0.38934686
255, 0.00470783, 0.00752407, 0.42823927, 0.49017121, 0.40202917, 0.39251744
256, 0.00474038, 0.00902909, 0.42105263, 0.49524413, 0.38490805, 0.38300571
257, 0.00496261, 0.00774229, 0.43056436, 0.50538998, 0.39949271, 0.38681040
258, 0.00476183, 0.00727785, 0.42887339, 0.49270767, 0.41851617, 0.37539632
259, 0.00505757, 0.00686978, 0.43458043, 0.50348763, 0.42105263, 0.37920101
260, 0.00502098, 0.00901024, 0.42781653, 0.50729233, 0.40710209, 0.36905517
261, 0.00489760, 0.00732488, 0.42654830, 0.49968294, 0.40646798, 0.37349398
262, 0.00487213, 0.00774113, 0.42337772, 0.49651237, 0.40519975, 0.36842105
263, 0.00475001, 0.00782038, 0.42337772, 0.50665821, 0.40202917, 0.36144578
264, 0.00467225, 0.00721028, 0.42485732, 0.51743817, 0.39695625, 0.36017755
265, 0.00489000, 0.00791607, 0.42591418, 0.50538998, 0.39505390, 0.37729867
266, 0.00474897, 0.00744112, 0.42443458, 0.50602410, 0.39188332, 0.37539632
267, 0.00479523, 0.00833724, 0.43098711, 0.51173114, 0.40202917, 0.37920101
268, 0.00492612, 0.00896862, 0.42549144, 0.51236525, 0.38807863, 0.37603044
269, 0.00476891, 0.00786389, 0.42718241, 0.51616994, 0.39441978, 0.37095751
270, 0.00473463, 0.00699676, 0.41978440, 0.50602410, 0.38490805, 0.36842105
271, 0.00508862, 0.00836841, 0.42020714, 0.49841471, 0.38554217, 0.37666455
272, 0.00519347, 0.00794884, 0.41745931, 0.49587825, 0.37666455, 0.37983513
273, 0.00479019, 0.00764779, 0.42823927, 0.50475587, 0.39315155, 0.38681040
274, 0.00474903, 0.00848801, 0.42802790, 0.50919467, 0.39124921, 0.38363982
275, 0.00491210, 0.00811233, 0.41957303, 0.49017121, 0.38490805, 0.38363982
276, 0.00525680, 0.00906803, 0.42760516, 0.50856056, 0.39568802, 0.37856690
277, 0.00480433, 0.00780170, 0.42823927, 0.50729233, 0.40266328, 0.37476221
278, 0.00516104, 0.00779112, 0.42422321, 0.50475587, 0.41027267, 0.35764109
279, 0.00472281, 0.00700074, 0.42401184, 0.50475587, 0.40519975, 0.36207990
280, 0.00597743, 0.00820199, 0.42020714, 0.49207356, 0.39759036, 0.37095751
281, 0.00520844, 0.00794117, 0.41788205, 0.48953710, 0.39315155, 0.37095751
282, 0.00515588, 0.00917721, 0.41851617, 0.49270767, 0.39061509, 0.37222575
283, 0.00523616, 0.00852562, 0.41830480, 0.48383006, 0.39695625, 0.37412809
284, 0.00547824, 0.00850942, 0.41915029, 0.48890298, 0.39885859, 0.36968928
285, 0.00531727, 0.00866190, 0.42210949, 0.48826886, 0.40773621, 0.37032340
286, 0.00510927, 0.00717538, 0.42062989, 0.49017121, 0.40012682, 0.37159163
287, 0.00500487, 0.00724184, 0.41555696, 0.48129360, 0.38871275, 0.37666455
288, 0.00470490, 0.00738263, 0.41534559, 0.48002536, 0.39441978, 0.37159163
289, 0.00487341, 0.00809549, 0.41809343, 0.49207356, 0.39124921, 0.37095751
290, 0.00486860, 0.00829839, 0.42062989, 0.49207356, 0.39568802, 0.37412809
291, 0.00494812, 0.00601120, 0.41597971, 0.48446417, 0.39378567, 0.36968928
292, 0.00486341, 0.00703057, 0.42189812, 0.48890298, 0.40202917, 0.37476221
293, 0.00463522, 0.00726613, 0.42210949, 0.50285352, 0.39759036, 0.36588459
294, 0.00469239, 0.00695321, 0.42189812, 0.48890298, 0.40519975, 0.37159163
295, 0.00470018, 0.00740859, 0.42718241, 0.50602410, 0.40329740, 0.37222575
296, 0.00486422, 0.00875216, 0.41788205, 0.49143944, 0.39695625, 0.36525048
297, 0.00482539, 0.00731520, 0.41724794, 0.48192771, 0.40329740, 0.36651871
298, 0.00461261, 0.00707961, 0.42105263, 0.48509829, 0.39695625, 0.38110336
299, 0.00470226, 0.00645300, 0.42210949, 0.48700063, 0.40139505, 0.37793278
300, 0.00479180, 0.00709321, 0.41576834, 0.48573240, 0.39124921, 0.37032340
301, 0.00490742, 0.00994414, 0.41724794, 0.48129360, 0.39885859, 0.37159163
302, 0.00460364, 0.00657253, 0.41830480, 0.49080533, 0.39251744, 0.37159163
303, 0.00492894, 0.00686673, 0.41682520, 0.49207356, 0.38617628, 0.37222575
304, 0.00490514, 0.00920968, 0.42422321, 0.50031706, 0.39822448, 0.37412809
305, 0.00512413, 0.00798578, 0.41640245, 0.49841471, 0.38300571, 0.36778694
306, 0.00479094, 0.00684476, 0.42570281, 0.50348763, 0.39695625, 0.37666455
307, 0.00480829, 0.00831728, 0.42443458, 0.50412175, 0.40646798, 0.36271401
308, 0.00472232, 0.00748475, 0.42147538, 0.49143944, 0.40329740, 0.36968928
309, 0.00468396, 0.00782500, 0.42062989, 0.49778060, 0.40456563, 0.35954344
310, 0.00501448, 0.00805560, 0.41745931, 0.49651237, 0.39124921, 0.36461636
311, 0.00480105, 0.00749690, 0.41640245, 0.49334179, 0.39061509, 0.36525048
312, 0.00495911, 0.00806399, 0.41576834, 0.49334179, 0.38998098, 0.36398224
313, 0.00478380, 0.00776985, 0.41915029, 0.50031706, 0.39315155, 0.36398224
314, 0.00460734, 0.00598777, 0.41957303, 0.49207356, 0.39695625, 0.36968928
315, 0.00486027, 0.00842214, 0.41745931, 0.49714648, 0.39949271, 0.35573874
316, 0.00472009, 0.00736116, 0.42041852, 0.49841471, 0.40202917, 0.36081167
