#, train_loss, test_loss, test_acc_all, test_acc_C, test_acc_A, test_acc_F
317, 0.00865404, 0.01017024, 0.34416196, 0.42231638, 0.28954802, 0.32062147
318, 0.00810228, 0.01034320, 0.34557439, 0.42372881, 0.29378531, 0.31920904
319, 0.00831304, 0.01053703, 0.35122411, 0.43220339, 0.30225989, 0.31920904
320, 0.00897286, 0.01002298, 0.34792844, 0.42372881, 0.29378531, 0.32627119
321, 0.00819158, 0.00993786, 0.34745763, 0.42372881, 0.30084746, 0.31779661
322, 0.00817881, 0.00953170, 0.35263653, 0.42937853, 0.31497175, 0.31355932
323, 0.00862030, 0.00897652, 0.34557439, 0.43079096, 0.29237288, 0.31355932
324, 0.00834512, 0.01128111, 0.34981168, 0.42937853, 0.30367232, 0.31638418
325, 0.00804418, 0.01066148, 0.34887006, 0.42372881, 0.30367232, 0.31920904
326, 0.00859266, 0.01444602, 0.35075330, 0.41949153, 0.30649718, 0.32627119
327, 0.00925606, 0.01072572, 0.35169492, 0.42655367, 0.31355932, 0.31497175
328, 0.00889954, 0.00933829, 0.35546139, 0.42937853, 0.31073446, 0.32627119
329, 0.00842396, 0.00986334, 0.35169492, 0.42372881, 0.31497175, 0.31638418
330, 0.00817422, 0.00906727, 0.34227872, 0.42231638, 0.29661017, 0.30790960
331, 0.00883576, 0.01085887, 0.34416196, 0.39406780, 0.33050847, 0.30790960
332, 0.00912970, 0.00984615, 0.34557439, 0.41242938, 0.31214689, 0.31214689
333, 0.00916041, 0.01500150, 0.34934087, 0.41384181, 0.31638418, 0.31779661
334, 0.00945759, 0.00977174, 0.34604520, 0.40960452, 0.31073446, 0.31779661
335, 0.00875290, 0.00974447, 0.34604520, 0.40960452, 0.29802260, 0.33050847
336, 0.00817788, 0.00859999, 0.34698682, 0.41101695, 0.29661017, 0.33333333
337, 0.00826653, 0.00941751, 0.34086629, 0.41384181, 0.29096045, 0.31779661
338, 0.00831395, 0.00985004, 0.34180791, 0.41242938, 0.29519774, 0.31779661
339, 0.00840779, 0.01016709, 0.34322034, 0.40395480, 0.30649718, 0.31920904
340, 0.00833095, 0.00895090, 0.34604520, 0.40677966, 0.30225989, 0.32909605
341, 0.00874803, 0.00906050, 0.33709981, 0.40254237, 0.29237288, 0.31638418
342, 0.00828325, 0.00909014, 0.33992467, 0.41807910, 0.28531073, 0.31638418
343, 0.00854720, 0.01158786, 0.34180791, 0.40960452, 0.30084746, 0.31497175
344, 0.00864246, 0.00968027, 0.34133710, 0.40960452, 0.28672316, 0.32768362
345, 0.00821711, 0.00888046, 0.34416196, 0.41525424, 0.29378531, 0.32344633
346, 0.00789305, 0.00840013, 0.34274953, 0.42090395, 0.28813559, 0.31920904
347, 0.00811817, 0.00913350, 0.34463277, 0.42231638, 0.30508475, 0.30649718
348, 0.00839616, 0.01177137, 0.33757062, 0.41525424, 0.28813559, 0.30932203
349, 0.00937821, 0.01346555, 0.35263653, 0.41666667, 0.31920904, 0.32203390
350, 0.00891970, 0.00942439, 0.33992467, 0.42231638, 0.30367232, 0.29378531
351, 0.00842725, 0.00927133, 0.34133710, 0.42090395, 0.29943503, 0.30367232
352, 0.00817862, 0.00883473, 0.33945386, 0.41242938, 0.30790960, 0.29802260
353, 0.00813920, 0.00950661, 0.34557439, 0.42514124, 0.30649718, 0.30508475
354, 0.00855844, 0.00983528, 0.33474576, 0.41242938, 0.29096045, 0.30084746
355, 0.00802701, 0.00938899, 0.33804143, 0.41525424, 0.29378531, 0.30508475
356, 0.00845840, 0.01111024, 0.33427495, 0.40819209, 0.28107345, 0.31355932
357, 0.00886137, 0.00884329, 0.33145009, 0.40112994, 0.28389831, 0.30932203
358, 0.00832003, 0.01084680, 0.33192090, 0.40677966, 0.28107345, 0.30790960
359, 0.00800974, 0.00973611, 0.33050847, 0.39830508, 0.27966102, 0.31355932
360, 0.00811561, 0.00850816, 0.33380414, 0.39689266, 0.28672316, 0.31779661
361, 0.00805363, 0.00862159, 0.32956685, 0.38983051, 0.28672316, 0.31214689
362, 0.00821170, 0.00950160, 0.33239171, 0.39830508, 0.28389831, 0.31497175
363, 0.00802123, 0.01040406, 0.33804143, 0.41101695, 0.27542373, 0.32768362
364, 0.00817886, 0.00885839, 0.33804143, 0.40960452, 0.28248588, 0.32203390
365, 0.00849858, 0.00933722, 0.34416196, 0.40819209, 0.28954802, 0.33474576
366, 0.00846172, 0.01119485, 0.34039548, 0.39830508, 0.29519774, 0.32768362
367, 0.00916676, 0.00987116, 0.33804143, 0.39548023, 0.29943503, 0.31920904
368, 0.00847043, 0.00950296, 0.32909605, 0.37853107, 0.29661017, 0.31214689
369, 0.00797273, 0.00944603, 0.34227872, 0.40254237, 0.30649718, 0.31779661
370, 0.00827048, 0.00930354, 0.34086629, 0.39406780, 0.30084746, 0.32768362
371, 0.00813857, 0.00868424, 0.34227872, 0.40536723, 0.29802260, 0.32344633
372, 0.00838552, 0.00900317, 0.34839925, 0.41242938, 0.31073446, 0.32203390
373, 0.00812443, 0.01179244, 0.34274953, 0.40395480, 0.30084746, 0.32344633
374, 0.00784315, 0.00885409, 0.34698682, 0.40960452, 0.31073446, 0.32062147
375, 0.00800962, 0.00885930, 0.34651601, 0.41384181, 0.29096045, 0.33474576
376, 0.00811860, 0.01015581, 0.33992467, 0.40819209, 0.29378531, 0.31779661
377, 0.00839479, 0.00921578, 0.34839925, 0.41101695, 0.30084746, 0.33333333
378, 0.00784396, 0.00846257, 0.34887006, 0.39971751, 0.32344633, 0.32344633
379, 0.00807131, 0.00928324, 0.34086629, 0.40395480, 0.30084746, 0.31779661
380, 0.00806036, 0.00948825, 0.35075330, 0.41666667, 0.31214689, 0.32344633
381, 0.00788820, 0.00826723, 0.34981168, 0.41525424, 0.30225989, 0.33192090
382, 0.00810016, 0.00895813, 0.33757062, 0.39689266, 0.29237288, 0.32344633
383, 0.00776800, 0.00898414, 0.34416196, 0.40254237, 0.30508475, 0.32485876
384, 0.00835752, 0.00924710, 0.34651601, 0.40677966, 0.31214689, 0.32062147
385, 0.00815715, 0.00858068, 0.34463277, 0.40677966, 0.30508475, 0.32203390
386, 0.00909576, 0.00996184, 0.33804143, 0.38276836, 0.29802260, 0.33333333
387, 0.00811248, 0.00873071, 0.34133710, 0.38418079, 0.30367232, 0.33615819
388, 0.00769686, 0.00920097, 0.33992467, 0.39124294, 0.29943503, 0.32909605
389, 0.00815287, 0.00998438, 0.34133710, 0.39830508, 0.30649718, 0.31920904
390, 0.00798476, 0.01024325, 0.33804143, 0.39406780, 0.29378531, 0.32627119
391, 0.00806259, 0.00827338, 0.34745763, 0.39124294, 0.30932203, 0.34180791
392, 0.00780141, 0.00860959, 0.34745763, 0.39830508, 0.30932203, 0.33474576
393, 0.00762991, 0.00933707, 0.34839925, 0.39548023, 0.30932203, 0.34039548
394, 0.00747840, 0.00890233, 0.34510358, 0.40254237, 0.30367232, 0.32909605
395, 0.00808580, 0.00904365, 0.34416196, 0.37853107, 0.32203390, 0.33192090
396, 0.00790342, 0.00853653, 0.34274953, 0.38559322, 0.31638418, 0.32627119
397, 0.00776325, 0.00938338, 0.34745763, 0.39971751, 0.31355932, 0.32909605
398, 0.00781452, 0.01022110, 0.34274953, 0.38983051, 0.31355932, 0.32485876
399, 0.00754934, 0.00954244, 0.34227872, 0.39830508, 0.30367232, 0.32485876
400, 0.00765422, 0.00939622, 0.34557439, 0.40112994, 0.30790960, 0.32768362
401, 0.00806034, 0.00930599, 0.34039548, 0.39406780, 0.30225989, 0.32485876
402, 0.00759881, 0.00972044, 0.33662900, 0.38135593, 0.29943503, 0.32909605
403, 0.00765712, 0.00892620, 0.34086629, 0.38135593, 0.30649718, 0.33474576
404, 0.00764049, 0.00850731, 0.33662900, 0.38983051, 0.29802260, 0.32203390
405, 0.00794738, 0.01092411, 0.33662900, 0.37429379, 0.30367232, 0.33192090
406, 0.00798443, 0.00941545, 0.33898305, 0.38841808, 0.30225989, 0.32627119
407, 0.00802290, 0.00868826, 0.34133710, 0.38700565, 0.30790960, 0.32909605
408, 0.00835164, 0.01486594, 0.33145009, 0.37429379, 0.29802260, 0.32203390
409, 0.00891895, 0.00925426, 0.33333333, 0.37853107, 0.29802260, 0.32344633
410, 0.00842112, 0.00949439, 0.34133710, 0.38841808, 0.31073446, 0.32485876
411, 0.00863219, 0.00971342, 0.33851224, 0.37570621, 0.31073446, 0.32909605
412, 0.00799649, 0.00871922, 0.33992467, 0.37288136, 0.30508475, 0.34180791
413, 0.00801662, 0.00887600, 0.34745763, 0.40112994, 0.30508475, 0.33615819
414, 0.00807303, 0.00915750, 0.34604520, 0.39971751, 0.31214689, 0.32627119
415, 0.00826837, 0.00847219, 0.33615819, 0.38841808, 0.30367232, 0.31638418
416, 0.00803645, 0.00984602, 0.34133710, 0.39689266, 0.30932203, 0.31779661
417, 0.00848208, 0.00976331, 0.33427495, 0.38841808, 0.29096045, 0.32344633
418, 0.00836817, 0.00888772, 0.33568738, 0.38841808, 0.30225989, 0.31638418
419, 0.00821082, 0.00889204, 0.33662900, 0.39265537, 0.29943503, 0.31779661
420, 0.00822303, 0.01010041, 0.34133710, 0.39548023, 0.30225989, 0.32627119
421, 0.00792838, 0.00948044, 0.34510358, 0.39689266, 0.31779661, 0.32062147
422, 0.00851752, 0.00902460, 0.35310734, 0.41242938, 0.32768362, 0.31920904
423, 0.00832691, 0.00855885, 0.34039548, 0.40677966, 0.30649718, 0.30790960
424, 0.00813180, 0.00865106, 0.33521657, 0.40395480, 0.29943503, 0.30225989
425, 0.00813146, 0.00952600, 0.33898305, 0.39971751, 0.30084746, 0.31638418
426, 0.00792613, 0.00861264, 0.33568738, 0.38276836, 0.31073446, 0.31355932
427, 0.00840458, 0.00947592, 0.33851224, 0.38983051, 0.30790960, 0.31779661
428, 0.00813733, 0.00953888, 0.34369115, 0.40536723, 0.30932203, 0.31638418
429, 0.00796318, 0.00971932, 0.33145009, 0.39548023, 0.28531073, 0.31355932
430, 0.00772613, 0.00900935, 0.32956685, 0.39265537, 0.28107345, 0.31497175
431, 0.00776241, 0.00885834, 0.34039548, 0.40395480, 0.29802260, 0.31920904
432, 0.00768479, 0.00928986, 0.34227872, 0.41949153, 0.29237288, 0.31497175
433, 0.00769186, 0.00859394, 0.33945386, 0.41101695, 0.29802260, 0.30932203
434, 0.00794518, 0.01083016, 0.34086629, 0.40677966, 0.29943503, 0.31638418
435, 0.00814937, 0.00952182, 0.33192090, 0.39971751, 0.28531073, 0.31073446
436, 0.00762307, 0.00820012, 0.32956685, 0.39830508, 0.27683616, 0.31355932
437, 0.00773194, 0.00918372, 0.33380414, 0.40254237, 0.28107345, 0.31779661
438, 0.00788530, 0.00894178, 0.34227872, 0.39830508, 0.30225989, 0.32627119
439, 0.00775024, 0.00868316, 0.34274953, 0.40395480, 0.30084746, 0.32344633
440, 0.00812904, 0.00942895, 0.34133710, 0.39971751, 0.30932203, 0.31497175
441, 0.00737831, 0.00894884, 0.34180791, 0.39265537, 0.31497175, 0.31779661
442, 0.00792791, 0.01092733, 0.33898305, 0.39689266, 0.30367232, 0.31638418
443, 0.00780024, 0.00880513, 0.33804143, 0.38418079, 0.31779661, 0.31214689
444, 0.00772627, 0.00864354, 0.33757062, 0.39548023, 0.30367232, 0.31355932
445, 0.00812425, 0.00837728, 0.33709981, 0.39124294, 0.29519774, 0.32485876
446, 0.00800446, 0.00964495, 0.34463277, 0.40112994, 0.30508475, 0.32768362
447, 0.00774601, 0.00929740, 0.35451977, 0.41242938, 0.32062147, 0.33050847
448, 0.00781719, 0.00944356, 0.34322034, 0.40112994, 0.30508475, 0.32344633
449, 0.00822920, 0.00999252, 0.35263653, 0.41101695, 0.30649718, 0.34039548
450, 0.00802244, 0.00862688, 0.34557439, 0.39689266, 0.31073446, 0.32909605
451, 0.00808611, 0.00856602, 0.33757062, 0.38841808, 0.28954802, 0.33474576
452, 0.00791668, 0.00864395, 0.33709981, 0.38700565, 0.29802260, 0.32627119
453, 0.00734924, 0.00885697, 0.34133710, 0.39548023, 0.29943503, 0.32909605
454, 0.00801209, 0.00866520, 0.33898305, 0.39406780, 0.29943503, 0.32344633
455, 0.00801144, 0.00813124, 0.34369115, 0.39971751, 0.31073446, 0.32062147
456, 0.00780233, 0.00903696, 0.34887006, 0.40677966, 0.31073446, 0.32909605
457, 0.00760631, 0.00825578, 0.34510358, 0.40112994, 0.31638418, 0.31779661
458, 0.00768413, 0.00855870, 0.34887006, 0.41101695, 0.31779661, 0.31779661
459, 0.00767993, 0.00950108, 0.34274953, 0.40254237, 0.31638418, 0.30932203
460, 0.00780374, 0.00979052, 0.34274953, 0.40960452, 0.30649718, 0.31214689
461, 0.00824397, 0.00863095, 0.34416196, 0.39830508, 0.30508475, 0.32909605
462, 0.00779415, 0.00883405, 0.33945386, 0.40536723, 0.29378531, 0.31920904
463, 0.00750047, 0.00935711, 0.33615819, 0.39265537, 0.29661017, 0.31920904
464, 0.00796795, 0.00886403, 0.33568738, 0.39124294, 0.29378531, 0.32203390
465, 0.00760726, 0.00861489, 0.33851224, 0.39124294, 0.30084746, 0.32344633
466, 0.00815303, 0.00850213, 0.33804143, 0.38983051, 0.30084746, 0.32344633
467, 0.00802184, 0.00830955, 0.34039548, 0.37994350, 0.30790960, 0.33333333
468, 0.00766395, 0.01008177, 0.34180791, 0.37146893, 0.31638418, 0.33757062
469, 0.00845593, 0.00894305, 0.34745763, 0.39406780, 0.32344633, 0.32485876
470, 0.00811306, 0.00889832, 0.35734463, 0.40112994, 0.32768362, 0.34322034
471, 0.00853915, 0.00833166, 0.35499058, 0.40112994, 0.31497175, 0.34887006
472, 0.00817134, 0.00818345, 0.34604520, 0.37711864, 0.32768362, 0.33333333
473, 0.00815528, 0.01063240, 0.35075330, 0.39265537, 0.31920904, 0.34039548
474, 0.00776510, 0.00863543, 0.34039548, 0.38559322, 0.31638418, 0.31920904
475, 0.00791563, 0.00833128, 0.34227872, 0.39265537, 0.30932203, 0.32485876
476, 0.00757133, 0.00943712, 0.33945386, 0.39265537, 0.30508475, 0.32062147
477, 0.00765931, 0.00815521, 0.34934087, 0.39406780, 0.31073446, 0.34322034
478, 0.00728188, 0.00914134, 0.34698682, 0.39265537, 0.31214689, 0.33615819
479, 0.00782413, 0.00928720, 0.34416196, 0.40112994, 0.30508475, 0.32627119
480, 0.00801564, 0.00834562, 0.33333333, 0.38418079, 0.30084746, 0.31497175
481, 0.00779751, 0.00871590, 0.33521657, 0.39124294, 0.29237288, 0.32203390
482, 0.00849827, 0.00905752, 0.34039548, 0.40112994, 0.29943503, 0.32062147
483, 0.00771488, 0.00880654, 0.33992467, 0.39971751, 0.29943503, 0.32062147
484, 0.00788542, 0.00854428, 0.34227872, 0.39971751, 0.29802260, 0.32909605
485, 0.00752472, 0.00942019, 0.34416196, 0.39971751, 0.29943503, 0.33333333
486, 0.00788186, 0.00923256, 0.33898305, 0.39971751, 0.28107345, 0.33615819
487, 0.00788185, 0.00938532, 0.34133710, 0.39548023, 0.29378531, 0.33474576
488, 0.00773275, 0.00980366, 0.33945386, 0.38983051, 0.28954802, 0.33898305
489, 0.00789010, 0.00919931, 0.34180791, 0.39689266, 0.29378531, 0.33474576
490, 0.00769866, 0.01569728, 0.33145009, 0.38418079, 0.28389831, 0.32627119
491, 0.00797498, 0.00900024, 0.34651601, 0.41525424, 0.29096045, 0.33333333
492, 0.00761049, 0.00945566, 0.33662900, 0.39971751, 0.27966102, 0.33050847
493, 0.00756393, 0.00981273, 0.34274953, 0.40112994, 0.28672316, 0.34039548
494, 0.00741670, 0.00884726, 0.34180791, 0.40112994, 0.29378531, 0.33050847
495, 0.00777338, 0.01099529, 0.33992467, 0.39971751, 0.30084746, 0.31920904
496, 0.00802123, 0.00915659, 0.33757062, 0.38559322, 0.29519774, 0.33192090
497, 0.00759869, 0.00949226, 0.33992467, 0.39830508, 0.29519774, 0.32627119
498, 0.00764584, 0.00859252, 0.33521657, 0.39548023, 0.28389831, 0.32627119
499, 0.00773257, 0.00927519, 0.33380414, 0.39689266, 0.28248588, 0.32203390
500, 0.00770149, 0.00917243, 0.33568738, 0.39689266, 0.29096045, 0.31920904
