accuracy	true_label	vote_label	correct_vote
0.8518518518518519	1	1	True
0.6382978723404256	1	1	True
0.5897435897435898	1	1	True
0.8604651162790697	1	1	True
0.6744186046511628	1	1	True
0.782608695652174	1	1	True
0.7090909090909091	1	1	True
0.5348837209302325	1	1	True
0.7	1	1	True
0.7619047619047619	1	1	True
0.8275862068965517	1	1	True
0.9459459459459459	1	1	True
0.9166666666666666	1	1	True
0.8	1	1	True
0.8181818181818182	1	1	True
0.7142857142857143	1	1	True
0.7101449275362319	1	1	True
0.7916666666666666	1	1	True
0.5142857142857142	1	1	True
0.9166666666666666	0	0	True
0.8913043478260869	0	0	True
0.9056603773584906	0	0	True
0.8333333333333334	0	0	True
0.35555555555555557	0	2	False
0.5	0	0	True
0.8205128205128205	0	0	True
0.9166666666666666	0	0	True
0.7169811320754716	0	0	True
0.7692307692307693	0	0	True
0.8775510204081632	0	0	True
0.9782608695652174	0	0	True
0.8958333333333334	0	0	True
0.9333333333333333	0	0	True
0.7111111111111111	0	0	True
0.47058823529411764	1	1	True
0.9347826086956522	0	0	True
0.6326530612244898	0	0	True
0.9259259259259259	0	0	True
1.0	0	0	True
0.6792452830188679	2	2	True
0.78125	2	2	True
0.9516129032258065	2	2	True
0.8333333333333334	1	1	True
0.8085106382978723	2	2	True
0.8548387096774194	2	2	True
0.7634408602150538	2	2	True
0.9629629629629629	2	2	True
0.7738095238095238	2	2	True
0.7333333333333333	1	1	True
0.8717948717948718	2	2	True
0.6103896103896104	2	2	True
0.7384615384615385	2	2	True
0.8113207547169812	2	2	True
1.0	2	2	True
0.5416666666666666	2	2	True
0.5757575757575758	1	1	True
