accuracy	true_label	vote_label	correct_vote
0.6896551724137931	1	1	True
0.8260869565217391	1	1	True
0.6296296296296297	1	1	True
0.7272727272727273	1	1	True
0.5555555555555556	1	1	True
0.7169811320754716	1	1	True
0.6530612244897959	1	1	True
0.475	1	1	True
0.65	1	1	True
0.7555555555555555	1	1	True
0.8	1	1	True
0.8363636363636363	1	1	True
0.8809523809523809	1	1	True
0.9387755102040817	1	1	True
0.9333333333333333	1	1	True
0.7878787878787878	1	1	True
0.6617647058823529	1	1	True
0.6774193548387096	1	1	True
0.6888888888888889	1	1	True
0.9230769230769231	0	0	True
0.851063829787234	0	0	True
0.896551724137931	0	0	True
0.8947368421052632	0	0	True
0.40384615384615385	0	0	True
0.41509433962264153	0	0	True
0.9166666666666666	0	0	True
0.9056603773584906	0	0	True
0.6415094339622641	0	0	True
0.7037037037037037	0	0	True
0.8727272727272727	0	0	True
0.9074074074074074	0	0	True
0.8392857142857143	0	0	True
0.8823529411764706	0	0	True
0.6511627906976745	0	0	True
0.34210526315789475	1	0	False
0.9387755102040817	0	0	True
0.4186046511627907	0	0	True
0.896551724137931	0	0	True
1.0	0	0	True
0.7678571428571429	2	2	True
0.6379310344827587	2	2	True
0.9117647058823529	2	2	True
0.65	1	1	True
0.7959183673469388	2	2	True
0.8333333333333334	2	2	True
0.7411764705882353	2	2	True
0.8953488372093024	2	2	True
0.693069306930693	2	2	True
0.6428571428571429	1	1	True
0.7777777777777778	2	2	True
0.7415730337078652	2	2	True
0.7681159420289855	2	2	True
0.75	2	2	True
0.9714285714285714	2	2	True
0.46987951807228917	2	2	True
0.7272727272727273	1	1	True
