accuracy	true_label	vote_label	correct_vote
0.7804878048780488	1	1	True
0.5769230769230769	1	1	True
0.38095238095238093	1	2	False
0.7457627118644068	1	1	True
0.673469387755102	1	1	True
0.65	1	1	True
0.7222222222222222	1	1	True
0.6170212765957447	1	1	True
0.6610169491525424	1	1	True
0.7727272727272727	1	1	True
0.7441860465116279	1	1	True
0.8333333333333334	1	1	True
0.8913043478260869	1	1	True
0.8372093023255814	1	1	True
0.8888888888888888	1	1	True
0.7777777777777778	1	1	True
0.6984126984126984	1	1	True
0.7428571428571429	1	1	True
0.6444444444444445	1	1	True
1.0	0	0	True
0.9215686274509803	0	0	True
0.9166666666666666	0	0	True
0.7843137254901961	0	0	True
0.3877551020408163	0	0	True
0.4057971014492754	0	0	True
0.8478260869565217	0	0	True
0.9090909090909091	0	0	True
0.5471698113207547	0	0	True
0.7647058823529411	0	0	True
0.78	0	0	True
0.9272727272727272	0	0	True
0.975609756097561	0	0	True
0.9322033898305084	0	0	True
0.7111111111111111	0	0	True
0.23333333333333334	1	0	False
0.8913043478260869	0	0	True
0.38596491228070173	0	0	True
0.8867924528301887	0	0	True
1.0	0	0	True
0.6379310344827587	2	2	True
0.7538461538461538	2	2	True
0.9047619047619048	2	2	True
0.7948717948717948	1	1	True
0.7818181818181819	2	2	True
0.7424242424242424	2	2	True
0.7663551401869159	2	2	True
0.8961038961038961	2	2	True
0.7238095238095238	2	2	True
0.6956521739130435	1	1	True
0.825	2	2	True
0.6470588235294118	2	2	True
0.7692307692307693	2	2	True
0.7288135593220338	2	2	True
0.9375	2	2	True
0.4819277108433735	2	2	True
0.6111111111111112	1	1	True
