accuracy	true_label	vote_label	correct_vote
0.7804878048780488	1	1	True
0.7307692307692307	1	1	True
0.5	1	1	True
0.7288135593220338	1	1	True
0.673469387755102	1	1	True
0.675	1	1	True
0.6666666666666666	1	1	True
0.6170212765957447	1	1	True
0.6779661016949152	1	1	True
0.75	1	1	True
0.7674418604651163	1	1	True
0.7857142857142857	1	1	True
0.9130434782608695	1	1	True
0.7906976744186046	1	1	True
0.8333333333333334	1	1	True
0.8148148148148148	1	1	True
0.7301587301587301	1	1	True
0.7714285714285715	1	1	True
0.7111111111111111	1	1	True
0.94	0	0	True
0.8823529411764706	0	0	True
0.9166666666666666	0	0	True
0.803921568627451	0	0	True
0.4489795918367347	0	0	True
0.43478260869565216	0	0	True
0.8260869565217391	0	0	True
0.8863636363636364	0	0	True
0.5660377358490566	0	0	True
0.8235294117647058	0	0	True
0.78	0	0	True
0.9454545454545454	0	0	True
0.9512195121951219	0	0	True
0.9152542372881356	0	0	True
0.7555555555555555	0	0	True
0.43333333333333335	1	0	False
0.8913043478260869	0	0	True
0.38596491228070173	0	0	True
0.8867924528301887	0	0	True
1.0	0	0	True
0.6551724137931034	2	2	True
0.7692307692307693	2	2	True
0.9206349206349206	2	2	True
0.7948717948717948	1	1	True
0.8	2	2	True
0.7272727272727273	2	2	True
0.7383177570093458	2	2	True
0.922077922077922	2	2	True
0.7238095238095238	2	2	True
0.6956521739130435	1	1	True
0.8	2	2	True
0.6823529411764706	2	2	True
0.7538461538461538	2	2	True
0.7627118644067796	2	2	True
0.96875	2	2	True
0.5783132530120482	2	2	True
0.6944444444444444	1	1	True
